count[times],Measured Time[s],Fx Value[N],Fy Value[N],Fz Value[N],Mx Value[Nm],My Value[Nm],Mz Value[Nm],Temp Value[degC]
39,0.03844,-0.173,-0.352,-3.071,-0.00349,-0.0027,-0.00237,0
40,0.039414,-0.16,-0.339,-3.059,-0.00341,-0.00277,-0.00269,0
41,0.040388,-0.188,-0.361,-3.067,-0.00336,-0.00277,-0.00231,0
42,0.041379,-0.184,-0.351,-3.042,-0.00343,-0.00268,-0.00266,0
43,0.04237,-0.175,-0.368,-3.021,-0.0032,-0.00292,-0.00307,0
44,0.043348,-0.165,-0.355,-3.041,-0.00331,-0.00276,-0.00259,0
45,0.044322,-0.182,-0.371,-3.076,-0.00324,-0.00276,-0.00246,0
46,0.045296,-0.179,-0.357,-3.048,-0.00331,-0.00281,-0.00292,0
47,0.046287,-0.192,-0.366,-3.064,-0.00331,-0.00291,-0.0029,0
48,0.047278,-0.189,-0.373,-3.067,-0.00346,-0.00275,-0.00209,0
49,0.048255,-0.187,-0.381,-3.064,-0.00343,-0.00274,-0.00261,0
50,0.049229,-0.194,-0.381,-3.058,-0.00342,-0.0028,-0.00287,0
51,0.050203,-0.195,-0.385,-3.046,-0.00325,-0.00276,-0.00252,0
52,0.051194,-0.201,-0.363,-3.051,-0.00333,-0.00268,-0.00282,0
53,0.052185,-0.206,-0.358,-3.086,-0.00335,-0.00277,-0.00282,0
54,0.053162,-0.183,-0.347,-3.064,-0.00353,-0.00272,-0.00253,0
55,0.054136,-0.19,-0.356,-3.053,-0.00351,-0.00301,-0.00281,0
56,0.05511,-0.205,-0.373,-3.066,-0.00344,-0.00287,-0.00231,0
57,0.056101,-0.185,-0.362,-3.062,-0.00353,-0.00284,-0.00268,0
58,0.057092,-0.191,-0.375,-3.059,-0.0035,-0.00291,-0.0027,0
59,0.05807,-0.169,-0.379,-3.052,-0.00346,-0.00273,-0.00259,0
60,0.059044,-0.202,-0.357,-3.051,-0.00368,-0.0028,-0.00281,0
61,0.060018,-0.207,-0.378,-3.044,-0.00356,-0.00294,-0.00268,0
62,0.061009,-0.168,-0.37,-3.031,-0.00342,-0.00278,-0.00252,0
63,0.062,-0.189,-0.376,-3.037,-0.00348,-0.0028,-0.00283,0
64,0.062977,-0.193,-0.365,-3.051,-0.00349,-0.00271,-0.00293,0
65,0.063951,-0.186,-0.361,-3.048,-0.00348,-0.00277,-0.00299,0
66,0.064925,-0.219,-0.382,-3.079,-0.00353,-0.00318,-0.00291,0
67,0.065916,-0.194,-0.345,-3.046,-0.00364,-0.00287,-0.00252,0
68,0.066907,-0.217,-0.375,-3.06,-0.00357,-0.00281,-0.0032,0
69,0.067885,-0.19,-0.37,-3.045,-0.00371,-0.00288,-0.00317,0
70,0.068859,-0.184,-0.373,-3.052,-0.00359,-0.00287,-0.00293,0
71,0.069833,-0.196,-0.38,-3.071,-0.00348,-0.00303,-0.00271,0
72,0.070824,-0.203,-0.389,-3.067,-0.00353,-0.00293,-0.00283,0
73,0.071815,-0.208,-0.392,-3.059,-0.00361,-0.00288,-0.00261,0
74,0.072794,-0.204,-0.384,-3.05,-0.00357,-0.00292,-0.00362,0
75,0.073768,-0.186,-0.372,-3.065,-0.00359,-0.00288,-0.0026,0
76,0.074742,-0.195,-0.368,-3.042,-0.00366,-0.00296,-0.00271,0
77,0.075733,-0.182,-0.378,-3.033,-0.0037,-0.00303,-0.00289,0
78,0.076724,-0.183,-0.386,-3.033,-0.0037,-0.00295,-0.00297,0
79,0.077703,-0.199,-0.367,-3.09,-0.00369,-0.00308,-0.00243,0
80,0.078677,-0.183,-0.385,-3.073,-0.00356,-0.00296,-0.00215,0
81,0.079669,-0.186,-0.36,-3.051,-0.00371,-0.00279,-0.00237,0
82,0.08066,-0.194,-0.372,-3.074,-0.00367,-0.00295,-0.00218,0
83,0.081651,-0.176,-0.387,-3.064,-0.00361,-0.00291,-0.00294,0
84,0.082631,-0.189,-0.374,-3.041,-0.0036,-0.00296,-0.00337,0
85,0.083605,-0.195,-0.374,-3.037,-0.00353,-0.00294,-0.00273,0
86,0.084597,-0.191,-0.363,-3.047,-0.00353,-0.003,-0.00289,0
87,0.085588,-0.204,-0.387,-3.02,-0.00351,-0.00299,-0.00259,0
88,0.086579,-0.189,-0.382,-3.024,-0.0035,-0.00282,-0.00272,0
89,0.087561,-0.198,-0.386,-3.059,-0.00363,-0.00298,-0.00216,0
90,0.088535,-0.198,-0.357,-3.037,-0.00346,-0.0031,-0.00224,0
91,0.089509,-0.198,-0.378,-3.067,-0.00352,-0.00291,-0.00243,0
92,0.0905,-0.206,-0.373,-3.033,-0.00358,-0.00293,-0.00256,0
93,0.091491,-0.191,-0.386,-3.078,-0.00346,-0.00284,-0.00205,0
94,0.092473,-0.179,-0.348,-3.022,-0.0035,-0.00275,-0.00189,0
95,0.093447,-0.2,-0.373,-3.048,-0.0034,-0.00298,-0.00232,0
96,0.094421,-0.21,-0.369,-3.058,-0.00342,-0.00297,-0.00262,0
97,0.095412,-0.209,-0.375,-3.058,-0.00342,-0.00285,-0.00256,0
98,0.096403,-0.213,-0.367,-3.032,-0.00349,-0.00301,-0.00253,0
99,0.097386,-0.197,-0.374,-3.048,-0.0034,-0.00294,-0.0026,0
100,0.09836,-0.192,-0.368,-3.084,-0.00336,-0.00281,-0.00246,0
101,0.099334,-0.197,-0.381,-3.047,-0.00351,-0.00282,-0.00229,0
102,0.100325,-0.197,-0.378,-3.049,-0.00338,-0.00282,-0.00221,0
103,0.101316,-0.217,-0.369,-3.06,-0.00328,-0.00287,-0.0024,0
104,0.102299,-0.183,-0.37,-3.039,-0.00333,-0.0028,-0.00287,0
105,0.103273,-0.163,-0.386,-3.043,-0.00327,-0.00287,-0.00295,0
106,0.104247,-0.199,-0.368,-3.034,-0.00334,-0.00299,-0.00236,0
107,0.105238,-0.199,-0.368,-3.016,-0.00339,-0.00286,-0.00319,0
108,0.106229,-0.214,-0.359,-3.062,-0.00348,-0.00282,-0.003,0
109,0.107212,-0.191,-0.365,-3.087,-0.00345,-0.00288,-0.00257,0
110,0.108186,-0.183,-0.36,-3.063,-0.00352,-0.00285,-0.00231,0
111,0.10916,-0.195,-0.371,-3.073,-0.00342,-0.00292,-0.00289,0
112,0.110151,-0.198,-0.349,-3.039,-0.00344,-0.00307,-0.00289,0
113,0.111142,-0.197,-0.363,-3.061,-0.00345,-0.00293,-0.00294,0
114,0.112126,-0.218,-0.37,-3.09,-0.00345,-0.00295,-0.00284,0
115,0.1131,-0.217,-0.384,-3.058,-0.00349,-0.0029,-0.00315,0
116,0.114074,-0.201,-0.365,-3.063,-0.00334,-0.00293,-0.00308,0
117,0.115065,-0.2,-0.372,-3.082,-0.0035,-0.00287,-0.00284,0
118,0.116056,-0.215,-0.361,-3.081,-0.00346,-0.00307,-0.00289,0
119,0.11704,-0.205,-0.38,-3.068,-0.00331,-0.00302,-0.00257,0
120,0.118014,-0.197,-0.374,-3.039,-0.00337,-0.00295,-0.00262,0
121,0.118988,-0.199,-0.361,-3.079,-0.0035,-0.00283,-0.00238,0
122,0.119979,-0.191,-0.369,-3.065,-0.00338,-0.00284,-0.00265,0
123,0.12097,-0.195,-0.366,-3.047,-0.0035,-0.00298,-0.00255,0
124,0.121954,-0.209,-0.366,-3.059,-0.00356,-0.00298,-0.0023,0
125,0.122946,-0.212,-0.396,-3.071,-0.00362,-0.00307,-0.00271,0
126,0.12392,-0.215,-0.367,-3.07,-0.00355,-0.00287,-0.00216,0
127,0.124911,-0.184,-0.366,-3.073,-0.00341,-0.00294,-0.00275,0
128,0.125902,-0.207,-0.38,-3.086,-0.00339,-0.00296,-0.00303,0
129,0.126889,-0.183,-0.368,-3.076,-0.00355,-0.00286,-0.00232,0
130,0.127863,-0.2,-0.371,-3.096,-0.00361,-0.00287,-0.00281,0
131,0.128837,-0.195,-0.373,-3.109,-0.00336,-0.00284,-0.0029,0
132,0.129828,-0.195,-0.371,-3.07,-0.00354,-0.00297,-0.0026,0
133,0.130819,-0.202,-0.375,-3.084,-0.00361,-0.0028,-0.0027,0
134,0.131806,-0.202,-0.359,-3.04,-0.00353,-0.00282,-0.00299,0
135,0.13278,-0.179,-0.382,-3.054,-0.0035,-0.00294,-0.00289,0
136,0.133754,-0.206,-0.358,-3.073,-0.00356,-0.00293,-0.00317,0
137,0.134745,-0.195,-0.375,-3.054,-0.00346,-0.00277,-0.00318,0
138,0.135736,-0.202,-0.376,-3.027,-0.00345,-0.00272,-0.00312,0
139,0.136724,-0.191,-0.381,-3.039,-0.00344,-0.00281,-0.00306,0
140,0.137698,-0.191,-0.373,-3.059,-0.00332,-0.00282,-0.00311,0
141,0.138672,-0.207,-0.366,-3.046,-0.00348,-0.00292,-0.00252,0
142,0.139663,-0.202,-0.36,-3.073,-0.00344,-0.00291,-0.00299,0
143,0.140654,-0.192,-0.366,-3.067,-0.00338,-0.0028,-0.00316,0
144,0.141642,-0.212,-0.37,-3.054,-0.00347,-0.0028,-0.0028,0
145,0.142616,-0.192,-0.376,-3.046,-0.00351,-0.00274,-0.00291,0
146,0.14359,-0.194,-0.384,-3.049,-0.00341,-0.00282,-0.00255,0
147,0.144581,-0.193,-0.374,-3.051,-0.00348,-0.00285,-0.00248,0
148,0.145572,-0.21,-0.373,-3.062,-0.00343,-0.00276,-0.00324,0
149,0.146562,-0.211,-0.368,-3.062,-0.00345,-0.00293,-0.00324,0
150,0.147554,-0.209,-0.36,-3.048,-0.0034,-0.00283,-0.00256,0
151,0.148528,-0.192,-0.361,-3.037,-0.00347,-0.00274,-0.00282,0
152,0.149519,-0.2,-0.379,-3.04,-0.00355,-0.00272,-0.00308,0
153,0.15051,-0.178,-0.392,-3.058,-0.00353,-0.00281,-0.00275,0
154,0.151501,-0.18,-0.378,-3.043,-0.00359,-0.00273,-0.00267,0
155,0.152475,-0.186,-0.381,-3.046,-0.00335,-0.00276,-0.00274,0
156,0.153467,-0.186,-0.353,-3.043,-0.00348,-0.00269,-0.00232,0
157,0.154458,-0.22,-0.379,-3.037,-0.00346,-0.00291,-0.00249,0
158,0.155449,-0.213,-0.373,-3.081,-0.00349,-0.00268,-0.00332,0
159,0.156442,-0.184,-0.364,-3.049,-0.00358,-0.00273,-0.00312,0
160,0.157416,-0.187,-0.367,-3.014,-0.00365,-0.00281,-0.00273,0
161,0.15839,-0.194,-0.373,-3.092,-0.00343,-0.00273,-0.00255,0
162,0.159381,-0.198,-0.38,-3.059,-0.00356,-0.00284,-0.00307,0
163,0.160372,-0.198,-0.367,-3.051,-0.00357,-0.00292,-0.0028,0
164,0.161346,-0.2,-0.355,-3.058,-0.00356,-0.00286,-0.00236,0
165,0.16232,-0.184,-0.372,-3.059,-0.00347,-0.00279,-0.00258,0
166,0.163294,-0.189,-0.396,-3.058,-0.00339,-0.00291,-0.00311,0
167,0.164285,-0.21,-0.372,-3.032,-0.00351,-0.00282,-0.00294,0
168,0.165276,-0.213,-0.353,-3.065,-0.00359,-0.00289,-0.00299,0
169,0.16625,-0.182,-0.371,-3.041,-0.0035,-0.00289,-0.00306,0
170,0.167224,-0.182,-0.395,-3.063,-0.00353,-0.00278,-0.00275,0
171,0.168216,-0.182,-0.373,-3.031,-0.00358,-0.0027,-0.00295,0
172,0.169207,-0.193,-0.37,-3.053,-0.00349,-0.00276,-0.00314,0
173,0.170198,-0.208,-0.373,-3.062,-0.00356,-0.00285,-0.00237,0
174,0.171174,-0.211,-0.383,-3.042,-0.00362,-0.00293,-0.00256,0
175,0.172166,-0.192,-0.362,-3.033,-0.00354,-0.00289,-0.00274,0
176,0.173158,-0.183,-0.392,-3.038,-0.00348,-0.0029,-0.00291,0
177,0.174149,-0.192,-0.38,-3.06,-0.00349,-0.00281,-0.00322,0
178,0.17514,-0.203,-0.376,-3.067,-0.00353,-0.0028,-0.00294,0
179,0.176117,-0.182,-0.378,-3.086,-0.00352,-0.00283,-0.00251,0
180,0.177091,-0.183,-0.375,-3.083,-0.00352,-0.00291,-0.00241,0
181,0.178065,-0.177,-0.381,-3.069,-0.0034,-0.00287,-0.00336,0
182,0.179056,-0.2,-0.366,-3.041,-0.00351,-0.00301,-0.0023,0
183,0.180047,-0.183,-0.363,-3.039,-0.00357,-0.003,-0.00229,0
184,0.181024,-0.205,-0.391,-3.084,-0.00347,-0.00301,-0.00275,0
185,0.181998,-0.212,-0.388,-3.071,-0.0035,-0.00305,-0.00276,0
186,0.18299,-0.196,-0.37,-3.056,-0.00353,-0.00294,-0.00206,0
187,0.183981,-0.191,-0.375,-3.059,-0.00354,-0.00303,-0.00241,0
188,0.184972,-0.17,-0.339,-3.059,-0.00366,-0.00278,-0.00286,0
189,0.18595,-0.194,-0.37,-3.071,-0.00339,-0.00289,-0.00188,0
190,0.186924,-0.198,-0.375,-3.048,-0.00351,-0.00294,-0.00231,0
191,0.187898,-0.204,-0.373,-3.022,-0.00357,-0.00285,-0.00244,0
192,0.188889,-0.162,-0.37,-3.02,-0.00357,-0.00283,-0.00245,0
193,0.18988,-0.176,-0.372,-3.044,-0.00359,-0.00286,-0.00263,0
194,0.190858,-0.197,-0.37,-3.049,-0.0037,-0.00306,-0.00246,0
195,0.191832,-0.2,-0.377,-3.072,-0.00353,-0.0029,-0.0032,0
196,0.192806,-0.192,-0.363,-3.057,-0.0036,-0.00294,-0.00223,0
197,0.193797,-0.194,-0.36,-3.045,-0.00365,-0.00301,-0.00289,0
198,0.194788,-0.187,-0.378,-3.039,-0.00357,-0.00294,-0.00239,0
199,0.195768,-0.208,-0.351,-3.066,-0.00362,-0.00293,-0.00255,0
200,0.19676,-0.196,-0.357,-3.036,-0.00349,-0.00279,-0.00252,0
201,0.197734,-0.181,-0.364,-3.017,-0.00358,-0.00285,-0.00273,0
202,0.198725,-0.198,-0.392,-3.057,-0.00357,-0.00279,-0.00263,0
203,0.199716,-0.195,-0.372,-3.036,-0.00356,-0.00295,-0.00274,0
204,0.200696,-0.187,-0.371,-3.051,-0.00361,-0.00287,-0.00271,0
205,0.20167,-0.179,-0.372,-3.06,-0.00367,-0.00283,-0.00259,0
206,0.202644,-0.213,-0.352,-3.07,-0.00358,-0.00297,-0.00287,0
207,0.203635,-0.197,-0.388,-3.072,-0.00354,-0.0029,-0.00312,0
208,0.204626,-0.204,-0.374,-3.066,-0.00369,-0.00285,-0.00284,0
209,0.205606,-0.199,-0.354,-3.061,-0.0036,-0.00286,-0.00313,0
210,0.20658,-0.193,-0.367,-3.053,-0.00363,-0.00288,-0.00264,0
211,0.207554,-0.206,-0.368,-3.051,-0.00356,-0.0029,-0.0027,0
212,0.208545,-0.184,-0.39,-3.09,-0.00347,-0.00283,-0.00301,0
213,0.209536,-0.197,-0.38,-3.042,-0.00357,-0.00277,-0.00294,0
214,0.210516,-0.197,-0.373,-3.052,-0.00353,-0.00278,-0.00236,0
215,0.21149,-0.204,-0.359,-3.07,-0.00349,-0.00287,-0.00257,0
216,0.212464,-0.192,-0.364,-3.06,-0.00356,-0.00274,-0.00263,0
217,0.213455,-0.203,-0.359,-3.051,-0.00359,-0.00283,-0.00262,0
218,0.214446,-0.198,-0.334,-3.081,-0.00357,-0.00285,-0.00261,0
219,0.215426,-0.19,-0.359,-3.069,-0.00368,-0.00281,-0.00275,0
220,0.2164,-0.199,-0.382,-3.073,-0.00336,-0.00284,-0.00294,0
221,0.217374,-0.205,-0.381,-3.071,-0.00352,-0.0028,-0.00239,0
222,0.218365,-0.2,-0.383,-3.058,-0.00356,-0.00275,-0.003,0
223,0.219356,-0.181,-0.374,-3.046,-0.0035,-0.00274,-0.00262,0
224,0.220336,-0.192,-0.381,-3.082,-0.00342,-0.00276,-0.00268,0
225,0.22131,-0.18,-0.376,-3.078,-0.00355,-0.00278,-0.00272,0
226,0.222284,-0.184,-0.381,-3.054,-0.00338,-0.00274,-0.00323,0
227,0.223275,-0.188,-0.379,-3.063,-0.00349,-0.00283,-0.00243,0
228,0.224266,-0.22,-0.396,-3.021,-0.00339,-0.00296,-0.00283,0
229,0.225246,-0.206,-0.384,-3.05,-0.0034,-0.00284,-0.00309,0
230,0.22622,-0.194,-0.402,-3.032,-0.00338,-0.0027,-0.00283,0
231,0.227212,-0.199,-0.387,-3.055,-0.00354,-0.00281,-0.00316,0
232,0.228203,-0.196,-0.401,-3.079,-0.00336,-0.00281,-0.00317,0
233,0.229194,-0.197,-0.356,-3.06,-0.00332,-0.00283,-0.00333,0
234,0.230174,-0.191,-0.361,-3.088,-0.00344,-0.00276,-0.00287,0
235,0.231148,-0.196,-0.336,-3.049,-0.00338,-0.00279,-0.00315,0
236,0.232122,-0.192,-0.361,-3.044,-0.00339,-0.00271,-0.00304,0
237,0.233113,-0.196,-0.353,-3.023,-0.00334,-0.00267,-0.00331,0
238,0.234104,-0.189,-0.381,-3.073,-0.0033,-0.00271,-0.0032,0
239,0.235084,-0.198,-0.372,-3.079,-0.00344,-0.00282,-0.00253,0
240,0.236058,-0.195,-0.362,-3.059,-0.00333,-0.00284,-0.00288,0
241,0.237032,-0.195,-0.362,-3.074,-0.00346,-0.00272,-0.00262,0
242,0.238023,-0.197,-0.363,-3.074,-0.00334,-0.00275,-0.00311,0
243,0.239014,-0.202,-0.372,-3.078,-0.00337,-0.00278,-0.00326,0
244,0.239994,-0.217,-0.343,-3.055,-0.00337,-0.00283,-0.0029,0
245,0.240968,-0.211,-0.363,-3.045,-0.00328,-0.0029,-0.00314,0
246,0.241942,-0.227,-0.354,-3.023,-0.00347,-0.00298,-0.00261,0
247,0.242933,-0.205,-0.389,-3.023,-0.00329,-0.00291,-0.00267,0
248,0.243924,-0.194,-0.377,-3.036,-0.00333,-0.00266,-0.00253,0
249,0.244904,-0.185,-0.377,-3.05,-0.00334,-0.00276,-0.00247,0
250,0.245878,-0.191,-0.377,-3.08,-0.00318,-0.00278,-0.00299,0
251,0.246852,-0.224,-0.376,-3.058,-0.00336,-0.00293,-0.00281,0
252,0.247843,-0.233,-0.356,-3.018,-0.00348,-0.003,-0.00258,0
253,0.248834,-0.188,-0.362,-3.064,-0.00344,-0.00281,-0.003,0
254,0.249814,-0.208,-0.358,-3.037,-0.00323,-0.0027,-0.00288,0
255,0.250788,-0.192,-0.362,-3.039,-0.00325,-0.00273,-0.00285,0
256,0.251762,-0.204,-0.356,-3.061,-0.00326,-0.0028,-0.00344,0
257,0.252753,-0.164,-0.357,-3.067,-0.00325,-0.00275,-0.00261,0
258,0.253744,-0.211,-0.375,-3.078,-0.00335,-0.00297,-0.00262,0
259,0.254724,-0.222,-0.363,-3.087,-0.00333,-0.0029,-0.00285,0
260,0.255698,-0.201,-0.368,-3.042,-0.00332,-0.00288,-0.00307,0
261,0.256672,-0.18,-0.38,-3.067,-0.00339,-0.0028,-0.00249,0
262,0.257663,-0.202,-0.363,-3.059,-0.00337,-0.00295,-0.00283,0
263,0.258654,-0.209,-0.366,-3.051,-0.00331,-0.0029,-0.00259,0
264,0.259634,-0.201,-0.365,-3.057,-0.00338,-0.00288,-0.00265,0
265,0.260608,-0.205,-0.365,-3.053,-0.00343,-0.00293,-0.00304,0
266,0.261582,-0.184,-0.348,-3.046,-0.00342,-0.00284,-0.00249,0
267,0.262573,-0.198,-0.357,-3.033,-0.00326,-0.00292,-0.00278,0
268,0.263564,-0.2,-0.367,-3.038,-0.0033,-0.0029,-0.00266,0
269,0.264544,-0.19,-0.375,-3.031,-0.00339,-0.00295,-0.00238,0
270,0.265518,-0.198,-0.362,-3.081,-0.0035,-0.00282,-0.00235,0
271,0.266492,-0.196,-0.388,-3.059,-0.00334,-0.00284,-0.00264,0
272,0.267483,-0.2,-0.347,-3.06,-0.00327,-0.00289,-0.00298,0
273,0.268474,-0.203,-0.341,-3.046,-0.00326,-0.00286,-0.00344,0
274,0.269454,-0.228,-0.353,-3.052,-0.00344,-0.00295,-0.00278,0
275,0.270428,-0.194,-0.352,-3.072,-0.0035,-0.00294,-0.00268,0
276,0.271402,-0.196,-0.372,-3.062,-0.00345,-0.00289,-0.00226,0
277,0.272393,-0.207,-0.376,-3.057,-0.00335,-0.00281,-0.0033,0
278,0.273384,-0.196,-0.361,-3.034,-0.00355,-0.0029,-0.00282,0
279,0.274364,-0.2,-0.373,-3.041,-0.00343,-0.00298,-0.00281,0
280,0.275356,-0.215,-0.364,-3.04,-0.00347,-0.00296,-0.00327,0
281,0.276348,-0.198,-0.375,-3.055,-0.00339,-0.00289,-0.00277,0
282,0.277339,-0.205,-0.379,-3.063,-0.0035,-0.00297,-0.00311,0
283,0.27833,-0.189,-0.396,-3.054,-0.00336,-0.00288,-0.00274,0
284,0.27931,-0.21,-0.347,-3.05,-0.00352,-0.00291,-0.00266,0
285,0.280284,-0.222,-0.365,-3.037,-0.00341,-0.00304,-0.00295,0
286,0.281276,-0.216,-0.349,-3.036,-0.00354,-0.00293,-0.00211,0
287,0.282267,-0.191,-0.364,-3.047,-0.00355,-0.0029,-0.00234,0
288,0.283258,-0.183,-0.385,-3.035,-0.00356,-0.00287,-0.00249,0
289,0.284238,-0.199,-0.378,-3.03,-0.0035,-0.00295,-0.00288,0
290,0.285212,-0.212,-0.378,-3.051,-0.00353,-0.00292,-0.00317,0
291,0.286204,-0.199,-0.355,-3.028,-0.00344,-0.00284,-0.00286,0
292,0.287195,-0.184,-0.348,-3.028,-0.00356,-0.00301,-0.0032,0
293,0.288186,-0.183,-0.343,-3.031,-0.00357,-0.00291,-0.00251,0
294,0.289166,-0.203,-0.382,-3.045,-0.00337,-0.00284,-0.00305,0
295,0.29014,-0.209,-0.375,-3.027,-0.00359,-0.00292,-0.00274,0
296,0.291132,-0.183,-0.383,-3.044,-0.00362,-0.00295,-0.00287,0
297,0.292123,-0.174,-0.4,-3.065,-0.00347,-0.00273,-0.00258,0
298,0.293114,-0.192,-0.344,-3.032,-0.00363,-0.00284,-0.00269,0
299,0.294094,-0.188,-0.358,-3.045,-0.00366,-0.00292,-0.00312,0
300,0.295068,-0.205,-0.348,-3.029,-0.00375,-0.00295,-0.00237,0
301,0.29606,-0.187,-0.358,-3.08,-0.00359,-0.00272,-0.00219,0
302,0.297051,-0.18,-0.392,-3.031,-0.00349,-0.00258,-0.00252,0
303,0.298042,-0.211,-0.369,-3.084,-0.00368,-0.0028,-0.00258,0
304,0.299022,-0.179,-0.371,-3.066,-0.00363,-0.00274,-0.00269,0
305,0.299996,-0.181,-0.351,-3.054,-0.00364,-0.00281,-0.00253,0
306,0.300988,-0.19,-0.363,-3.03,-0.00359,-0.00292,-0.00295,0
307,0.301979,-0.212,-0.362,-3.02,-0.00353,-0.00275,-0.00331,0
308,0.30297,-0.203,-0.354,-3.046,-0.00366,-0.00285,-0.00285,0
309,0.30395,-0.207,-0.369,-3.057,-0.00366,-0.00265,-0.00315,0
310,0.304924,-0.19,-0.367,-3.05,-0.00363,-0.00267,-0.0026,0
311,0.305916,-0.187,-0.389,-3.058,-0.00373,-0.00276,-0.0027,0
312,0.306907,-0.2,-0.396,-3.08,-0.0037,-0.0027,-0.0027,0
313,0.307898,-0.194,-0.391,-3.084,-0.00369,-0.0027,-0.00279,0
314,0.308878,-0.209,-0.375,-3.081,-0.00351,-0.00271,-0.00301,0
315,0.309852,-0.193,-0.395,-3.068,-0.0036,-0.00271,-0.00321,0
316,0.310843,-0.168,-0.378,-3.084,-0.00374,-0.00258,-0.00298,0
317,0.311834,-0.174,-0.385,-3.07,-0.00363,-0.00271,-0.00312,0
318,0.312825,-0.201,-0.383,-3.064,-0.00366,-0.00285,-0.00297,0
319,0.313805,-0.207,-0.378,-3.085,-0.00372,-0.00286,-0.00324,0
320,0.314779,-0.191,-0.365,-3.047,-0.00382,-0.00284,-0.00304,0
321,0.31577,-0.197,-0.378,-3.045,-0.00366,-0.00283,-0.00306,0
322,0.316761,-0.192,-0.379,-3.03,-0.00372,-0.00291,-0.00263,0
323,0.317752,-0.208,-0.354,-3.027,-0.00374,-0.00288,-0.003,0
324,0.318732,-0.201,-0.377,-3.046,-0.00367,-0.0029,-0.00271,0
325,0.319706,-0.217,-0.379,-3.047,-0.00369,-0.00295,-0.00296,0
326,0.320697,-0.218,-0.371,-3.073,-0.0036,-0.00296,-0.00275,0
327,0.321688,-0.196,-0.398,-3.05,-0.00358,-0.00285,-0.00343,0
328,0.322679,-0.221,-0.389,-3.055,-0.00358,-0.00299,-0.00289,0
329,0.323659,-0.21,-0.377,-3.075,-0.00347,-0.00293,-0.00265,0
330,0.324633,-0.195,-0.373,-3.06,-0.00345,-0.00309,-0.00284,0
