count[times],Measured Time[s],Fx Value[N],Fy Value[N],Fz Value[N],Mx Value[Nm],My Value[Nm],Mz Value[Nm],Temp Value[degC]
35,0.034353,-0.166,-0.422,-2.976,-0.00298,-0.00252,-0.00222,0
36,0.035344,-0.197,-0.4,-2.908,-0.00294,-0.00262,-0.00226,0
37,0.036319,-0.169,-0.444,-2.951,-0.00301,-0.00255,-0.00211,0
38,0.037293,-0.154,-0.444,-2.972,-0.00291,-0.00271,-0.00228,0
39,0.038267,-0.173,-0.432,-2.98,-0.00286,-0.00268,-0.00214,0
40,0.039258,-0.171,-0.411,-2.945,-0.00296,-0.00273,-0.0018,0
41,0.040249,-0.185,-0.421,-2.959,-0.00292,-0.00266,-0.00212,0
42,0.041224,-0.154,-0.434,-2.96,-0.00297,-0.00257,-0.00213,0
43,0.042198,-0.169,-0.425,-2.953,-0.00284,-0.0027,-0.00212,0
44,0.043172,-0.157,-0.425,-2.968,-0.0029,-0.00259,-0.00215,0
45,0.044163,-0.176,-0.415,-2.948,-0.00305,-0.00264,-0.00211,0
46,0.045154,-0.156,-0.405,-2.943,-0.00285,-0.00254,-0.00215,0
47,0.046129,-0.161,-0.425,-2.93,-0.00294,-0.00253,-0.00235,0
48,0.047103,-0.195,-0.406,-2.936,-0.0029,-0.00276,-0.00201,0
49,0.048077,-0.158,-0.424,-2.939,-0.003,-0.00253,-0.00206,0
50,0.049068,-0.168,-0.424,-2.967,-0.00302,-0.00256,-0.0023,0
51,0.050059,-0.16,-0.413,-2.959,-0.00305,-0.00253,-0.00207,0
52,0.051034,-0.159,-0.399,-2.938,-0.00293,-0.00262,-0.0021,0
53,0.052008,-0.166,-0.415,-2.941,-0.00274,-0.00255,-0.00251,0
54,0.052982,-0.177,-0.396,-2.954,-0.00292,-0.00251,-0.00233,0
55,0.053973,-0.159,-0.431,-2.954,-0.00298,-0.00255,-0.00229,0
56,0.054964,-0.187,-0.412,-2.958,-0.00288,-0.00264,-0.00224,0
57,0.055939,-0.17,-0.43,-2.95,-0.0029,-0.0025,-0.00248,0
58,0.056913,-0.168,-0.437,-2.933,-0.00291,-0.00255,-0.00239,0
59,0.057887,-0.183,-0.437,-2.933,-0.00288,-0.00272,-0.00225,0
60,0.058878,-0.185,-0.428,-2.911,-0.00291,-0.00261,-0.00211,0
61,0.059869,-0.176,-0.433,-2.888,-0.00277,-0.0025,-0.00221,0
62,0.060844,-0.186,-0.438,-2.933,-0.00281,-0.0025,-0.00271,0
63,0.061818,-0.174,-0.425,-2.936,-0.00289,-0.00265,-0.00236,0
64,0.062792,-0.199,-0.422,-2.91,-0.00292,-0.00275,-0.0024,0
65,0.063783,-0.159,-0.415,-2.941,-0.00272,-0.0026,-0.00255,0
66,0.064774,-0.165,-0.416,-2.946,-0.00292,-0.00243,-0.00258,0
67,0.065749,-0.177,-0.44,-2.943,-0.0029,-0.00262,-0.00231,0
68,0.066723,-0.178,-0.415,-2.938,-0.00291,-0.00249,-0.00255,0
69,0.067697,-0.19,-0.425,-2.948,-0.00282,-0.00267,-0.00272,0
70,0.068688,-0.16,-0.413,-2.947,-0.0029,-0.00265,-0.0027,0
71,0.069679,-0.179,-0.389,-2.964,-0.00307,-0.00259,-0.00251,0
72,0.070654,-0.158,-0.395,-2.933,-0.00306,-0.00242,-0.00247,0
73,0.071628,-0.166,-0.428,-2.971,-0.00301,-0.00254,-0.00281,0
74,0.072602,-0.188,-0.434,-2.983,-0.00309,-0.00262,-0.0026,0
75,0.073593,-0.176,-0.409,-2.941,-0.0029,-0.00256,-0.00298,0
76,0.074584,-0.16,-0.419,-2.956,-0.00291,-0.00253,-0.00311,0
77,0.075559,-0.153,-0.43,-2.944,-0.00286,-0.00255,-0.00211,0
78,0.076533,-0.163,-0.422,-2.927,-0.00305,-0.00258,-0.00241,0
79,0.077507,-0.162,-0.431,-2.949,-0.00293,-0.00255,-0.00244,0
80,0.078498,-0.164,-0.407,-2.926,-0.00303,-0.00258,-0.0022,0
81,0.079489,-0.165,-0.439,-2.968,-0.003,-0.00272,-0.00254,0
82,0.080464,-0.168,-0.43,-2.97,-0.00311,-0.00257,-0.0025,0
83,0.081438,-0.164,-0.4,-2.942,-0.00309,-0.0027,-0.00245,0
84,0.082412,-0.164,-0.429,-2.94,-0.0031,-0.00261,-0.00279,0
85,0.083403,-0.169,-0.436,-2.937,-0.00307,-0.00262,-0.00259,0
86,0.084394,-0.148,-0.404,-2.956,-0.00304,-0.00269,-0.00256,0
87,0.085369,-0.187,-0.411,-2.939,-0.00324,-0.0027,-0.00236,0
88,0.086343,-0.185,-0.405,-2.936,-0.00321,-0.00277,-0.00256,0
89,0.087317,-0.175,-0.429,-2.937,-0.003,-0.00278,-0.00215,0
90,0.088308,-0.157,-0.441,-2.921,-0.00291,-0.00272,-0.00185,0
91,0.089299,-0.174,-0.44,-2.923,-0.003,-0.0026,-0.00245,0
92,0.090274,-0.18,-0.433,-2.936,-0.00307,-0.00277,-0.002,0
93,0.091248,-0.165,-0.42,-2.942,-0.00309,-0.0026,-0.00192,0
94,0.092222,-0.179,-0.436,-2.931,-0.003,-0.00268,-0.00259,0
95,0.093213,-0.16,-0.398,-2.951,-0.0031,-0.00277,-0.00197,0
96,0.094204,-0.178,-0.415,-2.966,-0.00304,-0.00262,-0.00231,0
97,0.095179,-0.184,-0.404,-2.922,-0.00311,-0.0027,-0.00216,0
98,0.096153,-0.18,-0.412,-2.898,-0.00312,-0.00271,-0.00202,0
99,0.097127,-0.159,-0.43,-2.936,-0.00318,-0.0028,-0.00218,0
100,0.098118,-0.182,-0.413,-2.961,-0.00326,-0.0027,-0.00236,0
101,0.099109,-0.172,-0.417,-2.937,-0.00313,-0.00267,-0.00173,0
102,0.100084,-0.17,-0.394,-2.929,-0.00307,-0.0027,-0.00209,0
103,0.101058,-0.165,-0.419,-2.956,-0.00318,-0.00268,-0.00202,0
104,0.102032,-0.187,-0.419,-2.917,-0.00326,-0.00266,-0.00238,0
105,0.103023,-0.168,-0.418,-2.95,-0.00317,-0.00268,-0.00235,0
106,0.104014,-0.153,-0.431,-2.926,-0.00316,-0.0026,-0.0025,0
107,0.104989,-0.16,-0.432,-2.948,-0.00325,-0.0027,-0.00283,0
108,0.105963,-0.174,-0.429,-2.964,-0.00314,-0.00269,-0.00242,0
109,0.106937,-0.196,-0.428,-2.967,-0.00304,-0.00271,-0.00201,0
110,0.107928,-0.165,-0.408,-2.915,-0.00308,-0.00266,-0.00153,0
111,0.108919,-0.183,-0.425,-2.932,-0.00315,-0.0027,-0.00223,0
112,0.109894,-0.171,-0.407,-2.932,-0.00313,-0.00267,-0.00191,0
113,0.110868,-0.167,-0.426,-2.927,-0.00323,-0.00273,-0.0021,0
114,0.111842,-0.173,-0.436,-2.946,-0.00302,-0.00267,-0.0017,0
115,0.112833,-0.173,-0.426,-2.972,-0.003,-0.00269,-0.00211,0
116,0.113824,-0.181,-0.419,-2.942,-0.00312,-0.00279,-0.00251,0
117,0.114799,-0.178,-0.406,-2.948,-0.00316,-0.00272,-0.00238,0
118,0.115773,-0.18,-0.425,-2.943,-0.00308,-0.00283,-0.00247,0
119,0.116747,-0.158,-0.42,-2.941,-0.00312,-0.00283,-0.00247,0
120,0.117738,-0.169,-0.42,-2.92,-0.00321,-0.00275,-0.00225,0
121,0.118729,-0.173,-0.416,-2.938,-0.00303,-0.00273,-0.00213,0
122,0.119704,-0.187,-0.414,-2.93,-0.00312,-0.00279,-0.00216,0
123,0.120678,-0.17,-0.423,-2.934,-0.00314,-0.00275,-0.00235,0
124,0.121652,-0.188,-0.431,-2.967,-0.00324,-0.00275,-0.0021,0
125,0.122643,-0.189,-0.433,-3.009,-0.00306,-0.00271,-0.00271,0
126,0.123634,-0.196,-0.425,-2.963,-0.00304,-0.00261,-0.00244,0
127,0.124609,-0.204,-0.428,-2.979,-0.00298,-0.0026,-0.00208,0
128,0.125583,-0.175,-0.414,-2.921,-0.00303,-0.00248,-0.0024,0
129,0.126557,-0.178,-0.424,-2.942,-0.00293,-0.0027,-0.0024,0
130,0.127548,-0.156,-0.424,-2.948,-0.00295,-0.00253,-0.00229,0
131,0.128539,-0.178,-0.426,-2.963,-0.0028,-0.00267,-0.00248,0
132,0.129514,-0.167,-0.416,-2.957,-0.00293,-0.00258,-0.00319,0
133,0.130488,-0.196,-0.432,-2.967,-0.00284,-0.00264,-0.00274,0
134,0.131462,-0.16,-0.413,-2.963,-0.00297,-0.00273,-0.00227,0
135,0.132453,-0.151,-0.424,-2.939,-0.00299,-0.00276,-0.00203,0
136,0.133444,-0.151,-0.443,-2.947,-0.003,-0.00263,-0.00227,0
137,0.134419,-0.187,-0.425,-2.93,-0.00291,-0.00271,-0.00207,0
138,0.135393,-0.18,-0.401,-2.928,-0.00292,-0.00275,-0.00229,0
139,0.136367,-0.167,-0.408,-2.937,-0.00294,-0.00259,-0.00197,0
140,0.137358,-0.178,-0.418,-2.958,-0.00286,-0.00252,-0.00237,0
141,0.138349,-0.168,-0.432,-2.94,-0.00286,-0.00266,-0.00219,0
142,0.139324,-0.169,-0.443,-2.948,-0.00288,-0.00249,-0.0024,0
143,0.140298,-0.191,-0.441,-2.962,-0.00284,-0.00259,-0.0019,0
144,0.141272,-0.186,-0.422,-2.955,-0.00278,-0.00268,-0.00201,0
145,0.142263,-0.163,-0.413,-2.933,-0.00277,-0.00243,-0.00226,0
146,0.143254,-0.167,-0.422,-2.933,-0.00285,-0.0027,-0.00227,0
147,0.144229,-0.161,-0.402,-2.939,-0.00278,-0.00251,-0.00204,0
148,0.145203,-0.17,-0.406,-2.929,-0.00291,-0.00249,-0.00208,0
149,0.146177,-0.178,-0.41,-2.988,-0.00279,-0.00259,-0.00232,0
150,0.147168,-0.158,-0.418,-2.978,-0.00283,-0.0026,-0.0022,0
151,0.148159,-0.187,-0.406,-2.984,-0.00278,-0.0027,-0.00228,0
152,0.149134,-0.157,-0.405,-2.948,-0.00283,-0.00259,-0.0022,0
153,0.150108,-0.183,-0.421,-2.946,-0.00283,-0.00254,-0.00232,0
154,0.151082,-0.175,-0.427,-2.983,-0.00275,-0.00255,-0.0024,0
155,0.152073,-0.155,-0.416,-2.955,-0.00286,-0.00247,-0.00292,0
156,0.153064,-0.143,-0.393,-2.947,-0.00286,-0.00251,-0.00241,0
157,0.154039,-0.156,-0.406,-2.961,-0.00271,-0.0026,-0.00259,0
158,0.155013,-0.163,-0.398,-2.944,-0.00278,-0.0026,-0.00214,0
159,0.155987,-0.174,-0.381,-2.945,-0.00291,-0.00256,-0.00248,0
160,0.156978,-0.181,-0.409,-2.958,-0.00291,-0.00258,-0.00251,0
161,0.157969,-0.161,-0.404,-2.957,-0.00282,-0.00255,-0.00265,0
162,0.158944,-0.173,-0.435,-2.971,-0.00281,-0.00263,-0.00275,0
163,0.159918,-0.164,-0.408,-2.983,-0.0028,-0.00252,-0.00245,0
164,0.160892,-0.158,-0.411,-2.953,-0.00274,-0.00252,-0.00197,0
165,0.161883,-0.174,-0.409,-2.948,-0.00287,-0.00249,-0.0023,0
166,0.162874,-0.168,-0.425,-2.945,-0.00292,-0.00254,-0.00258,0
167,0.163849,-0.167,-0.429,-2.961,-0.00294,-0.00255,-0.00255,0
168,0.164823,-0.167,-0.403,-2.938,-0.00277,-0.00243,-0.00262,0
169,0.165797,-0.155,-0.383,-2.929,-0.00289,-0.0024,-0.00272,0
170,0.166788,-0.153,-0.412,-2.942,-0.00294,-0.00256,-0.00255,0
171,0.167779,-0.165,-0.395,-2.932,-0.00306,-0.00252,-0.00249,0
172,0.168754,-0.15,-0.433,-2.933,-0.00301,-0.00261,-0.00242,0
173,0.169728,-0.168,-0.419,-2.934,-0.00295,-0.00263,-0.00254,0
174,0.170702,-0.166,-0.437,-2.954,-0.00288,-0.00253,-0.00242,0
175,0.171693,-0.152,-0.411,-2.961,-0.00286,-0.00256,-0.00233,0
176,0.172684,-0.165,-0.415,-2.962,-0.00299,-0.00237,-0.00247,0
177,0.173659,-0.143,-0.435,-2.983,-0.00299,-0.00255,-0.00253,0
178,0.174633,-0.152,-0.449,-2.972,-0.00292,-0.00243,-0.00264,0
179,0.175607,-0.163,-0.429,-2.991,-0.00303,-0.00259,-0.00256,0
180,0.176598,-0.165,-0.427,-2.955,-0.00306,-0.0025,-0.00231,0
181,0.177589,-0.145,-0.423,-2.951,-0.00299,-0.00254,-0.00197,0
182,0.178564,-0.161,-0.423,-2.924,-0.00303,-0.00264,-0.00255,0
183,0.179538,-0.179,-0.418,-2.92,-0.00302,-0.0028,-0.00208,0
184,0.180512,-0.167,-0.425,-2.96,-0.00302,-0.00259,-0.00217,0
185,0.181503,-0.167,-0.408,-2.941,-0.00303,-0.00252,-0.00249,0
186,0.182494,-0.17,-0.419,-2.937,-0.00312,-0.00252,-0.00269,0
187,0.183469,-0.175,-0.43,-2.953,-0.0029,-0.00269,-0.00275,0
188,0.184443,-0.168,-0.405,-2.959,-0.00307,-0.00258,-0.00206,0
189,0.185417,-0.158,-0.398,-2.944,-0.00313,-0.00252,-0.00215,0
190,0.186408,-0.18,-0.421,-2.976,-0.00313,-0.0026,-0.00246,0
191,0.187399,-0.176,-0.431,-2.96,-0.0031,-0.00247,-0.0022,0
192,0.188374,-0.165,-0.423,-2.956,-0.00305,-0.00256,-0.00207,0
193,0.189348,-0.149,-0.386,-2.964,-0.00304,-0.00264,-0.00252,0
194,0.190322,-0.173,-0.425,-2.95,-0.00303,-0.00266,-0.00186,0
195,0.191313,-0.172,-0.429,-2.96,-0.00307,-0.00268,-0.00231,0
196,0.192304,-0.179,-0.409,-2.942,-0.0031,-0.00282,-0.0024,0
197,0.193279,-0.149,-0.402,-2.955,-0.0032,-0.00255,-0.00159,0
198,0.194253,-0.174,-0.412,-2.949,-0.00314,-0.00264,-0.00201,0
199,0.195227,-0.19,-0.42,-2.956,-0.00315,-0.00268,-0.00198,0
200,0.196218,-0.174,-0.424,-2.938,-0.00316,-0.00264,-0.00243,0
201,0.197209,-0.153,-0.429,-2.945,-0.00314,-0.00265,-0.00163,0
202,0.198184,-0.171,-0.432,-2.951,-0.00311,-0.00264,-0.00222,0
203,0.199158,-0.182,-0.433,-2.938,-0.00322,-0.00264,-0.00243,0
204,0.200132,-0.17,-0.423,-2.911,-0.00309,-0.00271,-0.00244,0
205,0.201123,-0.184,-0.42,-2.953,-0.00311,-0.00266,-0.00242,0
206,0.202114,-0.181,-0.411,-2.96,-0.0031,-0.00263,-0.00232,0
207,0.203089,-0.181,-0.423,-2.966,-0.00314,-0.00277,-0.00221,0
208,0.204063,-0.205,-0.43,-2.962,-0.00312,-0.00287,-0.00322,0
209,0.205037,-0.178,-0.424,-2.967,-0.00324,-0.00284,-0.00301,0
210,0.206028,-0.183,-0.413,-2.993,-0.00323,-0.00266,-0.00215,0
211,0.207019,-0.168,-0.407,-2.968,-0.00331,-0.00263,-0.00237,0
212,0.207994,-0.198,-0.434,-2.947,-0.0031,-0.00277,-0.00247,0
213,0.208968,-0.197,-0.416,-2.954,-0.00317,-0.00279,-0.00198,0
214,0.209942,-0.176,-0.418,-2.95,-0.00314,-0.00271,-0.00263,0
215,0.210933,-0.156,-0.433,-2.97,-0.00315,-0.00257,-0.00247,0
216,0.211924,-0.172,-0.417,-2.95,-0.00316,-0.00264,-0.00212,0
217,0.212899,-0.176,-0.416,-2.927,-0.003,-0.00281,-0.00228,0
218,0.213873,-0.169,-0.43,-2.953,-0.00301,-0.00267,-0.00199,0
219,0.214847,-0.179,-0.44,-2.928,-0.0031,-0.00275,-0.00277,0
220,0.215838,-0.166,-0.426,-2.931,-0.00313,-0.00266,-0.00265,0
221,0.216829,-0.182,-0.419,-2.983,-0.00312,-0.00279,-0.00266,0
222,0.217804,-0.186,-0.44,-2.969,-0.0031,-0.00273,-0.00243,0
223,0.218778,-0.19,-0.408,-2.952,-0.00318,-0.00274,-0.00243,0
224,0.219752,-0.183,-0.437,-2.965,-0.00309,-0.00283,-0.00259,0
225,0.220743,-0.191,-0.439,-2.972,-0.00306,-0.00278,-0.00219,0
226,0.221734,-0.189,-0.407,-2.966,-0.00319,-0.00288,-0.00221,0
227,0.222709,-0.17,-0.423,-2.967,-0.00305,-0.00279,-0.00197,0
228,0.223683,-0.17,-0.435,-2.928,-0.00296,-0.00278,-0.00236,0
229,0.224657,-0.183,-0.414,-2.919,-0.00297,-0.00269,-0.00227,0
230,0.225648,-0.2,-0.406,-2.969,-0.00296,-0.00279,-0.00237,0
231,0.226639,-0.158,-0.417,-2.957,-0.0029,-0.00258,-0.00243,0
232,0.227614,-0.164,-0.398,-2.964,-0.00295,-0.00278,-0.00225,0
233,0.228588,-0.169,-0.423,-2.96,-0.00288,-0.0027,-0.00274,0
234,0.229562,-0.198,-0.415,-2.98,-0.00301,-0.00262,-0.00302,0
235,0.230553,-0.172,-0.425,-2.936,-0.00312,-0.00275,-0.00247,0
236,0.231544,-0.164,-0.425,-2.935,-0.003,-0.00267,-0.00278,0
237,0.232519,-0.176,-0.406,-2.937,-0.00282,-0.00268,-0.00296,0
238,0.233493,-0.185,-0.415,-2.957,-0.00296,-0.00263,-0.00213,0
239,0.234467,-0.168,-0.426,-2.926,-0.00293,-0.00268,-0.00269,0
240,0.235458,-0.177,-0.427,-2.971,-0.00283,-0.00273,-0.00243,0
241,0.236449,-0.175,-0.413,-2.965,-0.00281,-0.0027,-0.0028,0
242,0.237424,-0.189,-0.418,-2.955,-0.00289,-0.00267,-0.00208,0
243,0.238398,-0.184,-0.431,-2.968,-0.0027,-0.00268,-0.00245,0
244,0.239372,-0.158,-0.411,-2.984,-0.00281,-0.00263,-0.00256,0
245,0.240363,-0.168,-0.418,-2.931,-0.00273,-0.00259,-0.00207,0
246,0.241354,-0.166,-0.429,-2.95,-0.00276,-0.00263,-0.00208,0
247,0.242329,-0.181,-0.417,-2.962,-0.0027,-0.00257,-0.00264,0
248,0.243303,-0.171,-0.415,-2.953,-0.00276,-0.00264,-0.00234,0
249,0.244277,-0.181,-0.395,-2.961,-0.00274,-0.00262,-0.00291,0
250,0.245268,-0.173,-0.419,-2.97,-0.00275,-0.00278,-0.00261,0
251,0.246259,-0.135,-0.426,-2.952,-0.00271,-0.00261,-0.00237,0
252,0.247234,-0.139,-0.44,-2.982,-0.00282,-0.00262,-0.00268,0
253,0.248208,-0.148,-0.417,-2.947,-0.00284,-0.00266,-0.002,0
254,0.249182,-0.161,-0.418,-2.945,-0.00281,-0.00267,-0.002,0
255,0.250173,-0.148,-0.425,-2.944,-0.00267,-0.00255,-0.00214,0
256,0.251164,-0.177,-0.428,-2.979,-0.00272,-0.00258,-0.00209,0
257,0.252139,-0.181,-0.406,-2.967,-0.00288,-0.00265,-0.00256,0
258,0.253113,-0.18,-0.408,-2.93,-0.00283,-0.00264,-0.00198,0
259,0.254087,-0.162,-0.403,-2.958,-0.00278,-0.00252,-0.00227,0
260,0.255078,-0.182,-0.407,-2.972,-0.00279,-0.00258,-0.0027,0
261,0.256069,-0.153,-0.427,-2.943,-0.00266,-0.00266,-0.00215,0
262,0.257044,-0.173,-0.417,-2.953,-0.00282,-0.00265,-0.00265,0
263,0.258018,-0.148,-0.392,-2.951,-0.0029,-0.00233,-0.00222,0
264,0.258992,-0.15,-0.426,-2.948,-0.00275,-0.00254,-0.00215,0
265,0.259983,-0.168,-0.428,-2.938,-0.00291,-0.00264,-0.00181,0
266,0.260974,-0.164,-0.421,-2.93,-0.00278,-0.00274,-0.00236,0
267,0.261949,-0.177,-0.403,-2.899,-0.00294,-0.00269,-0.00223,0
268,0.262923,-0.169,-0.404,-2.933,-0.00293,-0.00256,-0.00216,0
269,0.263897,-0.166,-0.427,-2.957,-0.00289,-0.00264,-0.00244,0
270,0.264888,-0.16,-0.408,-2.958,-0.00282,-0.00269,-0.00264,0
271,0.265879,-0.174,-0.412,-2.923,-0.0029,-0.00268,-0.00239,0
272,0.266854,-0.164,-0.416,-2.953,-0.00311,-0.00256,-0.0025,0
273,0.267828,-0.166,-0.441,-2.967,-0.0029,-0.00271,-0.00217,0
274,0.268802,-0.173,-0.39,-2.942,-0.00309,-0.0025,-0.00253,0
275,0.269793,-0.185,-0.411,-2.945,-0.00313,-0.0025,-0.00265,0
276,0.270784,-0.193,-0.411,-2.954,-0.00289,-0.00302,-0.00206,0
277,0.271759,-0.187,-0.421,-2.959,-0.00304,-0.00261,-0.00263,0
278,0.272733,-0.17,-0.425,-2.955,-0.00305,-0.00264,-0.00216,0
279,0.273707,-0.16,-0.425,-2.947,-0.00316,-0.00271,-0.00253,0
280,0.274698,-0.164,-0.411,-2.948,-0.00328,-0.00265,-0.00208,0
281,0.275689,-0.19,-0.425,-2.963,-0.00308,-0.00269,-0.00234,0
282,0.276664,-0.182,-0.406,-2.977,-0.00317,-0.00267,-0.00256,0
283,0.277638,-0.168,-0.433,-2.986,-0.00313,-0.0027,-0.00248,0
284,0.278612,-0.162,-0.439,-2.981,-0.0031,-0.00273,-0.00196,0
285,0.279603,-0.161,-0.431,-2.948,-0.00315,-0.00266,-0.00255,0
286,0.280594,-0.169,-0.42,-2.935,-0.00326,-0.00264,-0.00238,0
287,0.281569,-0.15,-0.407,-2.956,-0.00316,-0.00254,-0.00226,0
288,0.282543,-0.189,-0.422,-2.955,-0.00323,-0.00283,-0.00267,0
289,0.283517,-0.173,-0.425,-2.965,-0.00318,-0.00267,-0.00212,0
290,0.284508,-0.165,-0.415,-2.953,-0.00309,-0.00271,-0.0024,0
291,0.285499,-0.189,-0.41,-2.916,-0.00314,-0.00273,-0.00255,0
292,0.286474,-0.177,-0.444,-2.956,-0.00308,-0.00273,-0.00283,0
293,0.287448,-0.171,-0.419,-2.975,-0.00322,-0.00265,-0.00255,0
294,0.288422,-0.174,-0.397,-2.987,-0.00314,-0.00267,-0.00208,0
295,0.289413,-0.171,-0.408,-2.981,-0.0033,-0.00263,-0.00219,0
296,0.290404,-0.17,-0.43,-2.917,-0.00308,-0.00266,-0.00238,0
297,0.291379,-0.151,-0.415,-2.938,-0.00331,-0.00266,-0.00269,0
298,0.292353,-0.185,-0.412,-2.936,-0.00312,-0.00273,-0.00263,0
299,0.293327,-0.171,-0.435,-2.938,-0.00315,-0.00265,-0.00227,0
300,0.294318,-0.166,-0.418,-2.915,-0.00308,-0.00272,-0.00223,0
301,0.295309,-0.163,-0.398,-2.932,-0.00313,-0.0026,-0.00262,0
302,0.296284,-0.166,-0.454,-2.93,-0.00321,-0.00254,-0.00287,0
303,0.297258,-0.178,-0.442,-2.959,-0.00315,-0.00266,-0.0023,0
304,0.298232,-0.164,-0.437,-2.96,-0.0031,-0.00254,-0.00234,0
305,0.299223,-0.175,-0.422,-2.946,-0.00315,-0.00252,-0.00309,0
306,0.300214,-0.177,-0.441,-2.954,-0.00321,-0.00254,-0.00275,0
307,0.301189,-0.173,-0.422,-2.962,-0.00315,-0.00252,-0.00257,0
308,0.302163,-0.149,-0.386,-2.944,-0.00326,-0.00255,-0.00202,0
309,0.303137,-0.158,-0.429,-2.987,-0.00318,-0.00263,-0.00247,0
310,0.304128,-0.161,-0.407,-2.957,-0.00311,-0.0026,-0.00231,0
311,0.305119,-0.149,-0.411,-2.955,-0.00315,-0.00245,-0.00244,0
312,0.306094,-0.158,-0.421,-2.95,-0.00317,-0.00249,-0.00246,0
313,0.307068,-0.175,-0.418,-2.943,-0.00303,-0.00254,-0.00248,0
314,0.308042,-0.181,-0.422,-2.967,-0.00316,-0.00259,-0.0022,0
315,0.309033,-0.167,-0.401,-2.954,-0.00326,-0.00255,-0.00232,0
316,0.310024,-0.156,-0.42,-2.962,-0.00311,-0.00252,-0.00249,0
317,0.310999,-0.17,-0.425,-2.964,-0.00301,-0.00252,-0.00264,0
318,0.311973,-0.182,-0.411,-2.941,-0.00304,-0.00243,-0.00289,0
319,0.312947,-0.169,-0.405,-2.917,-0.00309,-0.00249,-0.00264,0
320,0.313938,-0.149,-0.415,-2.949,-0.00316,-0.00247,-0.00259,0
321,0.314929,-0.145,-0.429,-2.945,-0.00323,-0.0025,-0.00237,0
322,0.315904,-0.177,-0.412,-2.944,-0.00315,-0.00273,-0.00221,0
323,0.316878,-0.173,-0.416,-2.973,-0.00307,-0.00256,-0.00245,0
324,0.317852,-0.168,-0.429,-2.968,-0.00304,-0.00265,-0.00183,0
325,0.318843,-0.175,-0.41,-2.928,-0.00316,-0.00264,-0.00244,0
326,0.319834,-0.179,-0.432,-2.966,-0.00305,-0.00254,-0.00215,0
327,0.320827,-0.163,-0.436,-2.926,-0.00305,-0.00253,-0.00177,0
328,0.321801,-0.18,-0.456,-2.944,-0.00308,-0.00266,-0.00218,0
329,0.322775,-0.184,-0.415,-2.932,-0.00306,-0.00261,-0.00254,0
330,0.323766,-0.18,-0.425,-2.932,-0.003,-0.00276,-0.00249,0
