count[times],Measured Time[s],Fx Value[N],Fy Value[N],Fz Value[N],Mx Value[Nm],My Value[Nm],Mz Value[Nm],Temp Value[degC]
64,0.062828,-0.159,-0.366,-3.234,-0.00157,-0.00313,-0.0006,0
65,0.063802,-0.162,-0.361,-3.227,-0.00175,-0.00331,-0.00077,0
66,0.064793,-0.146,-0.383,-3.25,-0.00159,-0.00317,-0.00101,0
67,0.065784,-0.156,-0.376,-3.232,-0.00169,-0.00317,-0.00122,0
68,0.066763,-0.174,-0.371,-3.226,-0.0017,-0.00326,-0.00084,0
69,0.067737,-0.187,-0.365,-3.255,-0.00174,-0.00332,-0.00039,0
70,0.068711,-0.181,-0.379,-3.265,-0.00176,-0.00333,-0.001,0
71,0.069702,-0.175,-0.389,-3.272,-0.00163,-0.00334,-0.00093,0
72,0.070693,-0.169,-0.374,-3.241,-0.00172,-0.00316,-0.00075,0
73,0.071673,-0.157,-0.381,-3.251,-0.00164,-0.00325,-0.00117,0
74,0.072647,-0.159,-0.375,-3.225,-0.0016,-0.00325,-0.00146,0
75,0.073621,-0.143,-0.382,-3.247,-0.00144,-0.00329,-0.00102,0
76,0.074612,-0.145,-0.383,-3.258,-0.00157,-0.00316,-0.00098,0
77,0.075603,-0.174,-0.387,-3.245,-0.00165,-0.00342,-0.00085,0
78,0.076583,-0.183,-0.393,-3.242,-0.00161,-0.00336,-0.00068,0
79,0.077557,-0.177,-0.37,-3.232,-0.00177,-0.00328,-0.00071,0
80,0.078531,-0.151,-0.397,-3.256,-0.00161,-0.00316,-0.00106,0
81,0.079522,-0.177,-0.376,-3.234,-0.00165,-0.00325,-0.00092,0
82,0.080513,-0.126,-0.36,-3.254,-0.00157,-0.00323,-0.00119,0
83,0.081493,-0.152,-0.377,-3.228,-0.00166,-0.00325,-0.00071,0
84,0.082485,-0.168,-0.373,-3.261,-0.00166,-0.00326,-0.00076,0
85,0.083459,-0.142,-0.394,-3.259,-0.00169,-0.00316,-0.00139,0
86,0.08445,-0.158,-0.341,-3.252,-0.00178,-0.00312,-0.00113,0
87,0.085441,-0.133,-0.366,-3.263,-0.00167,-0.00306,-0.00083,0
88,0.086423,-0.137,-0.397,-3.248,-0.00163,-0.00313,-0.00058,0
89,0.087397,-0.149,-0.389,-3.274,-0.00181,-0.00313,-0.00096,0
90,0.088371,-0.147,-0.399,-3.257,-0.00168,-0.00305,-0.00138,0
91,0.089362,-0.15,-0.399,-3.262,-0.00167,-0.00302,-0.00132,0
92,0.090353,-0.169,-0.385,-3.26,-0.00173,-0.00314,-0.00146,0
93,0.091336,-0.141,-0.38,-3.266,-0.00172,-0.00301,-0.00121,0
94,0.09231,-0.156,-0.377,-3.289,-0.00165,-0.00301,-0.00161,0
95,0.093284,-0.133,-0.39,-3.276,-0.00171,-0.00291,-0.00107,0
96,0.094275,-0.148,-0.363,-3.285,-0.00164,-0.00308,-0.00061,0
97,0.095266,-0.137,-0.365,-3.235,-0.00154,-0.00299,-0.00118,0
98,0.096249,-0.133,-0.371,-3.227,-0.00166,-0.00304,-0.00067,0
99,0.097223,-0.142,-0.389,-3.278,-0.00168,-0.00309,-0.00082,0
100,0.098197,-0.152,-0.37,-3.24,-0.00172,-0.0031,-0.00102,0
101,0.099188,-0.159,-0.379,-3.25,-0.00179,-0.00313,-0.00096,0
102,0.100179,-0.164,-0.365,-3.264,-0.00172,-0.00308,-0.00157,0
103,0.101162,-0.151,-0.387,-3.261,-0.00167,-0.00311,-0.0012,0
104,0.102136,-0.161,-0.375,-3.25,-0.00169,-0.00313,-0.00093,0
105,0.10311,-0.155,-0.389,-3.239,-0.00165,-0.00315,-0.00154,0
106,0.104101,-0.146,-0.419,-3.254,-0.00157,-0.00307,-0.00055,0
107,0.105092,-0.151,-0.401,-3.262,-0.00155,-0.00304,-0.00074,0
108,0.106076,-0.157,-0.377,-3.27,-0.00165,-0.0029,-0.00157,0
109,0.10705,-0.158,-0.376,-3.252,-0.00173,-0.00301,-0.00099,0
110,0.108024,-0.147,-0.366,-3.247,-0.00162,-0.0031,-0.00084,0
111,0.109015,-0.158,-0.367,-3.252,-0.00175,-0.0031,-0.00146,0
112,0.110006,-0.154,-0.366,-3.232,-0.00161,-0.003,-0.00134,0
113,0.11099,-0.163,-0.364,-3.259,-0.00169,-0.00306,-0.00077,0
114,0.111964,-0.172,-0.36,-3.271,-0.00164,-0.00316,-0.00105,0
115,0.112956,-0.135,-0.363,-3.256,-0.00154,-0.00295,-0.00104,0
116,0.113947,-0.142,-0.384,-3.258,-0.00153,-0.00296,-0.00184,0
117,0.114938,-0.157,-0.358,-3.237,-0.00168,-0.003,-0.00112,0
118,0.115924,-0.171,-0.382,-3.263,-0.00164,-0.00312,-0.00109,0
119,0.116898,-0.155,-0.382,-3.226,-0.00153,-0.00308,-0.00143,0
120,0.117872,-0.162,-0.378,-3.263,-0.0016,-0.00294,-0.00106,0
121,0.118863,-0.159,-0.398,-3.29,-0.00147,-0.00307,-0.00121,0
122,0.119854,-0.147,-0.367,-3.238,-0.00167,-0.00306,-0.00147,0
123,0.12084,-0.148,-0.4,-3.29,-0.00146,-0.00306,-0.00114,0
124,0.121814,-0.148,-0.397,-3.256,-0.00158,-0.00309,-0.00118,0
125,0.122788,-0.159,-0.364,-3.266,-0.00152,-0.00313,-0.00121,0
126,0.123779,-0.145,-0.383,-3.268,-0.0016,-0.00308,-0.00111,0
127,0.12477,-0.139,-0.379,-3.271,-0.00157,-0.00296,-0.00126,0
128,0.125757,-0.152,-0.383,-3.305,-0.00164,-0.00319,-0.00134,0
129,0.126731,-0.152,-0.367,-3.295,-0.00147,-0.00315,-0.00118,0
130,0.127705,-0.149,-0.35,-3.267,-0.00171,-0.00316,-0.00095,0
131,0.128696,-0.143,-0.374,-3.267,-0.00168,-0.00303,-0.00127,0
132,0.129687,-0.18,-0.378,-3.263,-0.0016,-0.00319,-0.00142,0
133,0.130674,-0.154,-0.387,-3.226,-0.00158,-0.00302,-0.00083,0
134,0.131648,-0.161,-0.379,-3.249,-0.00153,-0.00307,-0.00143,0
135,0.132622,-0.161,-0.383,-3.257,-0.00151,-0.00304,-0.00108,0
136,0.133613,-0.155,-0.374,-3.281,-0.00154,-0.00312,-0.00068,0
137,0.134604,-0.177,-0.394,-3.252,-0.00153,-0.00321,-0.00087,0
138,0.135593,-0.169,-0.369,-3.242,-0.00145,-0.00312,-0.00092,0
139,0.136567,-0.167,-0.372,-3.258,-0.00136,-0.00331,-0.00102,0
140,0.137541,-0.164,-0.397,-3.241,-0.00143,-0.0032,-0.00091,0
141,0.138532,-0.176,-0.375,-3.222,-0.00151,-0.00337,-0.00131,0
142,0.139523,-0.185,-0.393,-3.243,-0.0014,-0.00323,-0.00113,0
143,0.140511,-0.179,-0.374,-3.283,-0.00148,-0.00314,-0.00105,0
144,0.141485,-0.174,-0.348,-3.295,-0.00153,-0.00321,-0.00054,0
145,0.142459,-0.154,-0.356,-3.299,-0.0015,-0.00305,-0.00028,0
146,0.14345,-0.157,-0.388,-3.294,-0.00158,-0.00324,-0.00096,0
147,0.144441,-0.148,-0.379,-3.258,-0.00146,-0.00309,-0.00131,0
148,0.145431,-0.173,-0.375,-3.257,-0.0017,-0.0033,-0.00096,0
149,0.146405,-0.176,-0.361,-3.254,-0.00156,-0.00331,-0.001,0
150,0.147379,-0.153,-0.386,-3.275,-0.00151,-0.00318,-0.00143,0
151,0.14837,-0.159,-0.371,-3.273,-0.00161,-0.00325,-0.00079,0
152,0.149361,-0.16,-0.373,-3.24,-0.00163,-0.00343,-0.00081,0
153,0.150352,-0.15,-0.391,-3.277,-0.00152,-0.00324,-0.00076,0
154,0.151326,-0.16,-0.345,-3.242,-0.00162,-0.00315,-0.00068,0
155,0.1523,-0.131,-0.353,-3.265,-0.00158,-0.00317,-0.0009,0
156,0.153291,-0.149,-0.373,-3.276,-0.00165,-0.00321,-0.00073,0
157,0.154282,-0.176,-0.387,-3.279,-0.00161,-0.00322,-0.00071,0
158,0.155273,-0.156,-0.399,-3.267,-0.00169,-0.00312,-0.00097,0
159,0.156247,-0.169,-0.401,-3.265,-0.00143,-0.00319,-0.00086,0
160,0.157221,-0.16,-0.394,-3.264,-0.00146,-0.00313,-0.00128,0
161,0.158212,-0.156,-0.392,-3.237,-0.00157,-0.00314,-0.00076,0
162,0.159203,-0.149,-0.373,-3.27,-0.00165,-0.00299,-0.001,0
163,0.160196,-0.149,-0.382,-3.275,-0.00151,-0.00313,-0.0009,0
164,0.16117,-0.163,-0.372,-3.256,-0.00157,-0.0032,-0.00085,0
165,0.162144,-0.168,-0.379,-3.257,-0.00138,-0.00324,-0.00117,0
166,0.163135,-0.163,-0.389,-3.25,-0.00168,-0.00321,-0.00147,0
167,0.164126,-0.183,-0.382,-3.269,-0.0017,-0.00331,-0.0009,0
168,0.1651,-0.164,-0.375,-3.236,-0.00162,-0.00324,-0.00091,0
169,0.166074,-0.154,-0.376,-3.261,-0.00147,-0.00311,-0.00077,0
170,0.167048,-0.137,-0.384,-3.276,-0.00164,-0.00314,-0.00079,0
171,0.168039,-0.16,-0.362,-3.278,-0.00179,-0.00317,-0.00076,0
172,0.16903,-0.178,-0.368,-3.245,-0.00171,-0.00307,-0.00139,0
173,0.170004,-0.165,-0.373,-3.243,-0.00169,-0.00308,-0.00134,0
174,0.170978,-0.151,-0.378,-3.232,-0.00154,-0.0029,-0.00134,0
175,0.171952,-0.17,-0.376,-3.223,-0.00163,-0.00301,-0.00109,0
176,0.172943,-0.149,-0.367,-3.251,-0.00162,-0.00299,-0.00115,0
177,0.173934,-0.139,-0.369,-3.262,-0.00164,-0.00303,-0.00087,0
178,0.174908,-0.168,-0.387,-3.288,-0.0017,-0.00309,-0.00127,0
179,0.175882,-0.165,-0.366,-3.28,-0.00172,-0.00303,-0.00137,0
180,0.176856,-0.153,-0.367,-3.28,-0.00151,-0.00293,-0.00069,0
181,0.177847,-0.146,-0.371,-3.278,-0.00167,-0.0033,-0.0011,0
182,0.178838,-0.155,-0.392,-3.282,-0.00157,-0.0031,-0.00107,0
183,0.179812,-0.136,-0.374,-3.251,-0.0016,-0.00303,-0.00079,0
184,0.180786,-0.158,-0.351,-3.27,-0.0017,-0.00306,-0.00088,0
185,0.181778,-0.171,-0.375,-3.263,-0.00163,-0.00318,-0.0012,0
186,0.182769,-0.15,-0.38,-3.278,-0.00154,-0.00311,-0.00057,0
187,0.18376,-0.138,-0.382,-3.28,-0.00159,-0.00306,-0.00049,0
188,0.184734,-0.139,-0.36,-3.262,-0.00172,-0.00316,-0.0005,0
189,0.185708,-0.155,-0.381,-3.267,-0.00165,-0.00305,-0.0008,0
190,0.186682,-0.152,-0.369,-3.259,-0.00172,-0.00302,-0.00064,0
191,0.187673,-0.157,-0.393,-3.272,-0.0015,-0.003,-0.00114,0
192,0.188664,-0.133,-0.382,-3.259,-0.00159,-0.00301,-0.00094,0
193,0.189638,-0.141,-0.385,-3.264,-0.0016,-0.0031,-0.00166,0
194,0.190612,-0.145,-0.366,-3.295,-0.00162,-0.00299,-0.00121,0
195,0.191586,-0.145,-0.378,-3.251,-0.00164,-0.00299,-0.00128,0
196,0.192577,-0.152,-0.397,-3.271,-0.00152,-0.00295,-0.00103,0
197,0.193568,-0.15,-0.381,-3.235,-0.00151,-0.00303,-0.00119,0
198,0.194542,-0.16,-0.374,-3.284,-0.00176,-0.00289,-0.00065,0
199,0.195516,-0.167,-0.351,-3.299,-0.00175,-0.00307,-0.00056,0
200,0.19649,-0.143,-0.365,-3.28,-0.00163,-0.00319,-0.00042,0
201,0.197481,-0.152,-0.405,-3.279,-0.00154,-0.00314,-0.0006,0
202,0.198472,-0.168,-0.361,-3.264,-0.00151,-0.00305,-0.00113,0
203,0.199446,-0.162,-0.369,-3.271,-0.00164,-0.00309,-0.00125,0
204,0.20042,-0.165,-0.381,-3.287,-0.00155,-0.00313,-0.00087,0
205,0.201394,-0.144,-0.367,-3.26,-0.00165,-0.00308,-0.00053,0
206,0.202385,-0.145,-0.373,-3.281,-0.00154,-0.00315,-0.00081,0
207,0.203376,-0.155,-0.379,-3.269,-0.00162,-0.00307,-0.00104,0
208,0.20435,-0.171,-0.392,-3.292,-0.00162,-0.00315,-0.00131,0
209,0.205324,-0.158,-0.379,-3.275,-0.00164,-0.00314,-0.00135,0
210,0.206298,-0.153,-0.367,-3.263,-0.00163,-0.00315,-0.00163,0
211,0.207289,-0.151,-0.376,-3.249,-0.00148,-0.00311,-0.0012,0
212,0.20828,-0.13,-0.376,-3.273,-0.00156,-0.00313,-0.00118,0
213,0.209254,-0.158,-0.363,-3.285,-0.00154,-0.00314,-0.00056,0
214,0.210228,-0.176,-0.366,-3.299,-0.00157,-0.00332,-0.0008,0
215,0.211202,-0.161,-0.38,-3.275,-0.0016,-0.00326,-0.0012,0
216,0.212193,-0.14,-0.4,-3.305,-0.0015,-0.00327,-0.00071,0
217,0.213184,-0.146,-0.382,-3.295,-0.00153,-0.00325,-0.00092,0
218,0.214158,-0.182,-0.37,-3.273,-0.00159,-0.0033,-0.00133,0
219,0.215132,-0.178,-0.374,-3.294,-0.00164,-0.00327,-0.00064,0
220,0.216106,-0.156,-0.365,-3.255,-0.0014,-0.00322,-0.00087,0
221,0.217097,-0.156,-0.343,-3.268,-0.00159,-0.00326,-0.00095,0
222,0.218088,-0.155,-0.352,-3.259,-0.00165,-0.0032,-0.00152,0
223,0.219062,-0.167,-0.379,-3.243,-0.00148,-0.00323,-0.00122,0
224,0.220036,-0.138,-0.385,-3.26,-0.00152,-0.00307,-0.00102,0
225,0.22101,-0.149,-0.367,-3.244,-0.00153,-0.00318,-0.00124,0
226,0.222001,-0.171,-0.363,-3.281,-0.00147,-0.00334,-0.00148,0
227,0.222992,-0.167,-0.372,-3.293,-0.00157,-0.0033,-0.00091,0
228,0.223966,-0.164,-0.394,-3.288,-0.00148,-0.00322,-0.00099,0
229,0.22494,-0.162,-0.389,-3.317,-0.00148,-0.00313,-0.00128,0
230,0.225914,-0.163,-0.377,-3.337,-0.00149,-0.00318,-0.00099,0
231,0.226905,-0.16,-0.391,-3.342,-0.00141,-0.00321,-0.00088,0
232,0.227896,-0.164,-0.388,-3.296,-0.00155,-0.00318,-0.00111,0
233,0.22887,-0.173,-0.407,-3.274,-0.00165,-0.00324,-0.00053,0
234,0.229844,-0.17,-0.39,-3.26,-0.00154,-0.00325,-0.00094,0
235,0.230818,-0.144,-0.371,-3.294,-0.00162,-0.00314,-0.00065,0
236,0.231809,-0.138,-0.393,-3.274,-0.00154,-0.00314,-0.00102,0
237,0.2328,-0.153,-0.4,-3.27,-0.00152,-0.00316,-0.00068,0
238,0.233774,-0.148,-0.39,-3.287,-0.0016,-0.00307,-0.00062,0
239,0.234748,-0.131,-0.367,-3.313,-0.00157,-0.0031,-0.00081,0
240,0.235722,-0.157,-0.406,-3.293,-0.00157,-0.0033,-0.00109,0
241,0.236713,-0.147,-0.377,-3.257,-0.00163,-0.0031,-0.0014,0
242,0.237704,-0.158,-0.376,-3.27,-0.00157,-0.00314,-0.00136,0
243,0.238678,-0.15,-0.379,-3.269,-0.00166,-0.00309,-0.00114,0
244,0.23967,-0.16,-0.372,-3.284,-0.00156,-0.00315,-0.00058,0
245,0.240644,-0.167,-0.389,-3.28,-0.00157,-0.00323,-0.00073,0
246,0.241635,-0.162,-0.381,-3.269,-0.00159,-0.00322,-0.00089,0
247,0.242626,-0.168,-0.382,-3.266,-0.00155,-0.00319,-0.00103,0
248,0.243602,-0.148,-0.391,-3.284,-0.00164,-0.00303,-0.0013,0
249,0.244576,-0.139,-0.371,-3.279,-0.00171,-0.00301,-0.00102,0
250,0.24555,-0.163,-0.385,-3.286,-0.0016,-0.00326,-0.00116,0
251,0.246541,-0.174,-0.364,-3.285,-0.00156,-0.00306,-0.0005,0
252,0.247532,-0.169,-0.367,-3.296,-0.00156,-0.00326,-0.00096,0
253,0.248508,-0.148,-0.383,-3.298,-0.00147,-0.00312,-0.00077,0
254,0.249482,-0.172,-0.377,-3.312,-0.00179,-0.0033,-0.00094,0
255,0.250456,-0.135,-0.368,-3.323,-0.0017,-0.00318,-0.00123,0
256,0.251447,-0.154,-0.372,-3.31,-0.00163,-0.00299,-0.00093,0
257,0.252438,-0.16,-0.38,-3.318,-0.00169,-0.00307,-0.00081,0
258,0.253414,-0.173,-0.387,-3.293,-0.0016,-0.00316,-0.00091,0
259,0.254388,-0.163,-0.391,-3.264,-0.00148,-0.00314,-0.00124,0
260,0.255362,-0.164,-0.391,-3.261,-0.00153,-0.00325,-0.0011,0
261,0.256353,-0.148,-0.385,-3.254,-0.00162,-0.00317,-0.00131,0
262,0.257344,-0.144,-0.367,-3.254,-0.00171,-0.00306,-0.00109,0
263,0.25832,-0.162,-0.339,-3.282,-0.00167,-0.00317,-0.00159,0
264,0.259294,-0.153,-0.355,-3.257,-0.00162,-0.00289,-0.00196,0
265,0.260286,-0.155,-0.373,-3.263,-0.00158,-0.00307,-0.001,0
266,0.261277,-0.164,-0.366,-3.285,-0.00156,-0.00308,-0.00149,0
267,0.262268,-0.166,-0.374,-3.303,-0.00155,-0.00303,-0.0012,0
268,0.263245,-0.15,-0.37,-3.3,-0.00158,-0.00312,-0.00163,0
269,0.264219,-0.158,-0.376,-3.316,-0.00165,-0.00301,-0.00164,0
270,0.265193,-0.139,-0.386,-3.301,-0.00171,-0.00303,-0.00116,0
271,0.266184,-0.127,-0.393,-3.264,-0.0017,-0.00294,-0.00069,0
272,0.267175,-0.128,-0.345,-3.242,-0.00156,-0.00308,-0.00103,0
273,0.268152,-0.133,-0.381,-3.308,-0.00152,-0.00308,-0.00093,0
274,0.269126,-0.142,-0.358,-3.31,-0.0015,-0.00303,-0.00113,0
275,0.2701,-0.144,-0.366,-3.282,-0.00149,-0.00293,-0.00102,0
276,0.271091,-0.158,-0.375,-3.287,-0.00178,-0.00301,-0.00131,0
277,0.272082,-0.169,-0.397,-3.294,-0.00162,-0.00318,-0.00091,0
278,0.273059,-0.156,-0.37,-3.292,-0.00161,-0.00316,-0.00098,0
279,0.274033,-0.166,-0.357,-3.262,-0.00173,-0.00316,-0.00115,0
280,0.275007,-0.153,-0.383,-3.25,-0.00169,-0.0031,-0.0013,0
281,0.275998,-0.152,-0.384,-3.283,-0.00148,-0.00316,-0.00112,0
282,0.276989,-0.134,-0.389,-3.284,-0.00166,-0.00308,-0.00079,0
283,0.277966,-0.126,-0.4,-3.305,-0.00159,-0.00291,-0.00099,0
284,0.27894,-0.135,-0.383,-3.289,-0.00158,-0.00301,-0.00113,0
285,0.279914,-0.131,-0.361,-3.255,-0.00153,-0.00303,-0.00137,0
286,0.280905,-0.134,-0.386,-3.283,-0.00157,-0.0031,-0.00118,0
287,0.281896,-0.139,-0.387,-3.282,-0.0017,-0.0031,-0.0011,0
288,0.282873,-0.155,-0.374,-3.244,-0.00167,-0.00311,-0.00102,0
289,0.283847,-0.162,-0.377,-3.275,-0.0017,-0.00326,-0.00094,0
290,0.284821,-0.146,-0.364,-3.289,-0.00151,-0.00317,-0.00152,0
291,0.285812,-0.165,-0.381,-3.283,-0.0016,-0.00325,-0.0015,0
292,0.286803,-0.153,-0.369,-3.288,-0.00168,-0.00327,-0.00109,0
293,0.28778,-0.139,-0.367,-3.275,-0.00167,-0.00314,-0.00165,0
294,0.288754,-0.159,-0.37,-3.279,-0.00167,-0.00314,-0.00104,0
295,0.289728,-0.157,-0.384,-3.288,-0.0017,-0.00309,-0.00153,0
296,0.290719,-0.162,-0.39,-3.262,-0.00173,-0.00301,-0.00108,0
297,0.29171,-0.155,-0.42,-3.282,-0.00169,-0.00336,-0.0013,0
298,0.292687,-0.171,-0.399,-3.264,-0.00164,-0.00341,-0.00098,0
299,0.293661,-0.146,-0.387,-3.281,-0.0017,-0.0032,-0.00064,0
300,0.294635,-0.148,-0.385,-3.275,-0.00174,-0.0031,-0.00117,0
301,0.295626,-0.148,-0.401,-3.287,-0.0016,-0.00315,-0.00111,0
302,0.296617,-0.143,-0.368,-3.295,-0.00175,-0.00314,-0.00097,0
303,0.297594,-0.16,-0.367,-3.275,-0.00168,-0.00319,-0.002,0
304,0.298568,-0.157,-0.383,-3.28,-0.00163,-0.00309,-0.00108,0
305,0.299542,-0.141,-0.383,-3.276,-0.00156,-0.0031,-0.00096,0
306,0.300533,-0.154,-0.387,-3.292,-0.00176,-0.00313,-0.00113,0
307,0.301524,-0.151,-0.375,-3.289,-0.00166,-0.00299,-0.00077,0
308,0.302501,-0.131,-0.383,-3.298,-0.0017,-0.00319,-0.00125,0
309,0.303475,-0.146,-0.368,-3.315,-0.00175,-0.00318,-0.00102,0
310,0.304449,-0.165,-0.397,-3.289,-0.00174,-0.00319,-0.00145,0
311,0.30544,-0.156,-0.377,-3.293,-0.00164,-0.00302,-0.00139,0
312,0.306431,-0.153,-0.36,-3.255,-0.00187,-0.00313,-0.00125,0
313,0.307408,-0.157,-0.372,-3.267,-0.00172,-0.00306,-0.00109,0
314,0.308382,-0.156,-0.4,-3.28,-0.00172,-0.00327,-0.00073,0
315,0.309356,-0.166,-0.401,-3.274,-0.00171,-0.0033,-0.0015,0
316,0.310347,-0.16,-0.378,-3.278,-0.00183,-0.00314,-0.00115,0
317,0.311338,-0.158,-0.386,-3.284,-0.00177,-0.00333,-0.00148,0
318,0.312315,-0.156,-0.416,-3.309,-0.00178,-0.00325,-0.00098,0
319,0.313289,-0.154,-0.389,-3.264,-0.00177,-0.00315,-0.00087,0
320,0.314263,-0.167,-0.389,-3.25,-0.00167,-0.00307,-0.00114,0
321,0.315254,-0.163,-0.408,-3.273,-0.00167,-0.0032,-0.00139,0
322,0.316245,-0.154,-0.374,-3.257,-0.00174,-0.00328,-0.00084,0
323,0.317222,-0.175,-0.385,-3.261,-0.00169,-0.00314,-0.00126,0
324,0.318214,-0.16,-0.368,-3.26,-0.00181,-0.00317,-0.00112,0
325,0.319188,-0.151,-0.39,-3.262,-0.00169,-0.00312,-0.00094,0
326,0.320179,-0.175,-0.383,-3.261,-0.00163,-0.00315,-0.00124,0
327,0.32117,-0.174,-0.39,-3.256,-0.00171,-0.00322,-0.00153,0
328,0.322148,-0.177,-0.395,-3.271,-0.00155,-0.00329,-0.00124,0
329,0.323122,-0.167,-0.408,-3.268,-0.0016,-0.00322,-0.00102,0
330,0.324096,-0.178,-0.412,-3.284,-0.00159,-0.0034,-0.00109,0
