count[times],Measured Time[s],Fx Value[N],Fy Value[N],Fz Value[N],Mx Value[Nm],My Value[Nm],Mz Value[Nm],Temp Value[degC]
46,0.045136,-0.124,-0.383,-3.513,-0.00189,-0.00331,-0.00216,0
47,0.046127,-0.126,-0.398,-3.535,-0.00184,-0.00331,-0.0026,0
48,0.047102,-0.13,-0.364,-3.552,-0.00186,-0.00332,-0.00252,0
49,0.048076,-0.129,-0.375,-3.54,-0.00172,-0.00333,-0.00229,0
50,0.04905,-0.142,-0.366,-3.533,-0.00185,-0.00356,-0.00251,0
51,0.050041,-0.129,-0.382,-3.539,-0.00195,-0.00351,-0.00237,0
52,0.051032,-0.145,-0.374,-3.532,-0.00185,-0.00349,-0.0024,0
53,0.052007,-0.148,-0.392,-3.543,-0.00191,-0.0035,-0.00202,0
54,0.052981,-0.154,-0.361,-3.513,-0.00177,-0.0035,-0.00212,0
55,0.053955,-0.139,-0.371,-3.545,-0.00186,-0.00337,-0.00249,0
56,0.054946,-0.15,-0.376,-3.548,-0.00186,-0.00322,-0.0025,0
57,0.055937,-0.154,-0.378,-3.546,-0.00192,-0.00331,-0.00201,0
58,0.056912,-0.138,-0.391,-3.538,-0.00175,-0.00335,-0.00253,0
59,0.057886,-0.139,-0.394,-3.511,-0.00182,-0.00322,-0.00191,0
60,0.05886,-0.147,-0.355,-3.545,-0.00194,-0.0034,-0.00176,0
61,0.059851,-0.128,-0.393,-3.589,-0.00178,-0.00331,-0.00132,0
62,0.060842,-0.124,-0.377,-3.584,-0.00179,-0.00323,-0.00172,0
63,0.061817,-0.148,-0.383,-3.579,-0.00184,-0.00335,-0.00196,0
64,0.062791,-0.145,-0.376,-3.575,-0.00177,-0.00338,-0.00182,0
65,0.063765,-0.142,-0.394,-3.597,-0.00168,-0.00355,-0.00166,0
66,0.064756,-0.133,-0.412,-3.571,-0.0017,-0.00347,-0.00174,0
67,0.065747,-0.14,-0.389,-3.568,-0.00183,-0.00349,-0.00172,0
68,0.066722,-0.148,-0.386,-3.574,-0.00182,-0.00338,-0.00169,0
69,0.067696,-0.146,-0.39,-3.573,-0.00182,-0.00344,-0.00144,0
70,0.06867,-0.141,-0.381,-3.579,-0.00185,-0.0035,-0.00183,0
71,0.069661,-0.146,-0.383,-3.581,-0.00183,-0.00352,-0.00179,0
72,0.070652,-0.144,-0.393,-3.573,-0.0018,-0.00346,-0.00187,0
73,0.071627,-0.134,-0.355,-3.587,-0.00195,-0.00337,-0.00169,0
74,0.072601,-0.134,-0.387,-3.605,-0.00175,-0.00349,-0.00182,0
75,0.073575,-0.135,-0.398,-3.61,-0.0018,-0.00359,-0.00209,0
76,0.074566,-0.135,-0.393,-3.592,-0.0019,-0.00359,-0.00191,0
77,0.075557,-0.134,-0.393,-3.573,-0.00184,-0.00361,-0.00148,0
78,0.076532,-0.121,-0.367,-3.591,-0.00191,-0.00348,-0.00167,0
79,0.077506,-0.133,-0.394,-3.575,-0.00184,-0.00342,-0.00215,0
80,0.07848,-0.148,-0.378,-3.599,-0.00178,-0.0037,-0.00214,0
81,0.079471,-0.149,-0.367,-3.585,-0.00189,-0.00358,-0.00259,0
82,0.080462,-0.163,-0.388,-3.567,-0.00187,-0.00369,-0.0024,0
83,0.081437,-0.146,-0.379,-3.578,-0.00196,-0.00362,-0.00208,0
84,0.082411,-0.181,-0.384,-3.582,-0.00192,-0.0037,-0.00228,0
85,0.083385,-0.152,-0.393,-3.599,-0.00177,-0.00364,-0.0026,0
86,0.084376,-0.144,-0.395,-3.61,-0.00178,-0.0037,-0.00271,0
87,0.085367,-0.165,-0.39,-3.596,-0.00176,-0.00366,-0.00232,0
88,0.086342,-0.16,-0.389,-3.566,-0.00181,-0.00378,-0.0025,0
89,0.087316,-0.14,-0.369,-3.588,-0.0018,-0.00374,-0.00304,0
90,0.08829,-0.144,-0.393,-3.609,-0.00173,-0.00376,-0.00271,0
91,0.089281,-0.174,-0.405,-3.607,-0.00173,-0.00369,-0.00266,0
92,0.090272,-0.172,-0.383,-3.622,-0.0019,-0.0039,-0.00258,0
93,0.091247,-0.15,-0.382,-3.633,-0.00187,-0.0037,-0.00274,0
94,0.092221,-0.151,-0.389,-3.594,-0.00177,-0.00368,-0.00302,0
95,0.093195,-0.174,-0.394,-3.607,-0.00181,-0.00384,-0.00309,0
96,0.094186,-0.167,-0.379,-3.617,-0.002,-0.00384,-0.00306,0
97,0.095177,-0.157,-0.387,-3.595,-0.00197,-0.00364,-0.00339,0
98,0.096152,-0.146,-0.382,-3.554,-0.00183,-0.00349,-0.00336,0
99,0.097126,-0.173,-0.379,-3.628,-0.00193,-0.0037,-0.00264,0
100,0.0981,-0.169,-0.392,-3.6,-0.00174,-0.00358,-0.00289,0
101,0.099091,-0.166,-0.388,-3.629,-0.00173,-0.00359,-0.00309,0
102,0.100082,-0.174,-0.396,-3.59,-0.00184,-0.00348,-0.00342,0
103,0.101057,-0.189,-0.378,-3.612,-0.00183,-0.00353,-0.00288,0
104,0.102031,-0.172,-0.37,-3.611,-0.0018,-0.00344,-0.00248,0
105,0.103005,-0.176,-0.399,-3.635,-0.00186,-0.00347,-0.00223,0
106,0.103996,-0.151,-0.369,-3.631,-0.00192,-0.00342,-0.00316,0
107,0.104987,-0.174,-0.373,-3.616,-0.00198,-0.00353,-0.00335,0
108,0.105962,-0.18,-0.402,-3.586,-0.00196,-0.00354,-0.00349,0
109,0.106936,-0.157,-0.377,-3.611,-0.00185,-0.00327,-0.00312,0
110,0.10791,-0.172,-0.383,-3.619,-0.00183,-0.00336,-0.00339,0
111,0.108901,-0.173,-0.379,-3.592,-0.00191,-0.00329,-0.00322,0
112,0.109892,-0.175,-0.387,-3.579,-0.00193,-0.00342,-0.00313,0
113,0.110867,-0.186,-0.39,-3.635,-0.00186,-0.00328,-0.00294,0
114,0.111841,-0.167,-0.39,-3.6,-0.00186,-0.00319,-0.00306,0
115,0.112815,-0.162,-0.384,-3.603,-0.00179,-0.00322,-0.00327,0
116,0.113806,-0.159,-0.373,-3.634,-0.00189,-0.0032,-0.00256,0
117,0.114797,-0.156,-0.381,-3.643,-0.00193,-0.00323,-0.00245,0
118,0.115772,-0.171,-0.362,-3.634,-0.00181,-0.00321,-0.00281,0
119,0.116746,-0.172,-0.379,-3.604,-0.00188,-0.00342,-0.00268,0
120,0.11772,-0.144,-0.362,-3.614,-0.00191,-0.00317,-0.00258,0
121,0.118711,-0.167,-0.374,-3.645,-0.00191,-0.00321,-0.00356,0
122,0.119702,-0.163,-0.381,-3.647,-0.002,-0.00321,-0.00316,0
123,0.120677,-0.161,-0.38,-3.637,-0.00201,-0.00321,-0.00273,0
124,0.121651,-0.173,-0.376,-3.646,-0.00187,-0.0033,-0.00247,0
125,0.122625,-0.166,-0.352,-3.612,-0.00191,-0.00332,-0.00214,0
126,0.123616,-0.15,-0.35,-3.641,-0.00199,-0.0032,-0.00263,0
127,0.124607,-0.143,-0.388,-3.654,-0.00195,-0.00309,-0.0022,0
128,0.125582,-0.15,-0.359,-3.668,-0.00211,-0.0033,-0.00264,0
129,0.126556,-0.156,-0.378,-3.649,-0.00182,-0.00322,-0.00253,0
130,0.12753,-0.157,-0.35,-3.636,-0.00205,-0.00321,-0.00221,0
131,0.128521,-0.114,-0.364,-3.652,-0.00205,-0.00311,-0.00233,0
132,0.129512,-0.132,-0.359,-3.677,-0.00191,-0.00327,-0.00213,0
133,0.130487,-0.14,-0.357,-3.682,-0.00204,-0.00331,-0.00154,0
134,0.131461,-0.146,-0.37,-3.67,-0.002,-0.00332,-0.00234,0
135,0.132435,-0.149,-0.387,-3.663,-0.00199,-0.00331,-0.0018,0
136,0.133426,-0.146,-0.356,-3.688,-0.00215,-0.00312,-0.00232,0
137,0.134417,-0.135,-0.375,-3.702,-0.00212,-0.00319,-0.00206,0
138,0.135392,-0.131,-0.363,-3.672,-0.00214,-0.00336,-0.00203,0
139,0.136366,-0.137,-0.388,-3.657,-0.00208,-0.00342,-0.0021,0
140,0.13734,-0.121,-0.383,-3.692,-0.002,-0.00328,-0.0022,0
141,0.138331,-0.122,-0.387,-3.672,-0.002,-0.00333,-0.00253,0
142,0.139322,-0.126,-0.397,-3.687,-0.00207,-0.00348,-0.00229,0
143,0.140297,-0.122,-0.385,-3.669,-0.00202,-0.00338,-0.0019,0
144,0.141271,-0.113,-0.36,-3.677,-0.00199,-0.0034,-0.00228,0
145,0.142245,-0.121,-0.339,-3.721,-0.00231,-0.00334,-0.0017,0
146,0.143236,-0.105,-0.372,-3.712,-0.00218,-0.00354,-0.00147,0
147,0.144227,-0.116,-0.378,-3.689,-0.00216,-0.00353,-0.00169,0
148,0.145202,-0.143,-0.398,-3.706,-0.00199,-0.00346,-0.00187,0
149,0.146176,-0.142,-0.386,-3.717,-0.00218,-0.00355,-0.00192,0
150,0.14715,-0.137,-0.387,-3.672,-0.00191,-0.00365,-0.00168,0
151,0.148141,-0.132,-0.372,-3.746,-0.00215,-0.00336,-0.00117,0
152,0.149132,-0.115,-0.397,-3.703,-0.00195,-0.00322,-0.0017,0
153,0.150107,-0.126,-0.371,-3.678,-0.00211,-0.00342,-0.00196,0
154,0.151081,-0.11,-0.358,-3.689,-0.00215,-0.00334,-0.00179,0
155,0.152055,-0.126,-0.371,-3.703,-0.00219,-0.00341,-0.00178,0
156,0.153046,-0.113,-0.385,-3.683,-0.00199,-0.00346,-0.0017,0
157,0.154037,-0.123,-0.368,-3.655,-0.00198,-0.00334,-0.00175,0
158,0.155012,-0.121,-0.374,-3.673,-0.00207,-0.00342,-0.0021,0
159,0.155986,-0.134,-0.384,-3.696,-0.00227,-0.00349,-0.00183,0
160,0.15696,-0.114,-0.395,-3.733,-0.00228,-0.00332,-0.00203,0
161,0.157951,-0.121,-0.38,-3.705,-0.00225,-0.00352,-0.00204,0
162,0.158942,-0.111,-0.391,-3.706,-0.00202,-0.00352,-0.00213,0
163,0.159917,-0.113,-0.363,-3.69,-0.00204,-0.00337,-0.00166,0
164,0.160891,-0.147,-0.397,-3.698,-0.00207,-0.00346,-0.0019,0
165,0.161865,-0.126,-0.385,-3.686,-0.00206,-0.00342,-0.0024,0
166,0.162856,-0.129,-0.377,-3.712,-0.00221,-0.00333,-0.00231,0
167,0.163847,-0.141,-0.383,-3.707,-0.00192,-0.00338,-0.00201,0
168,0.164822,-0.144,-0.382,-3.696,-0.00213,-0.00348,-0.00209,0
169,0.165796,-0.157,-0.395,-3.674,-0.00214,-0.0035,-0.00257,0
170,0.16677,-0.138,-0.394,-3.696,-0.00209,-0.00355,-0.00192,0
171,0.167761,-0.119,-0.393,-3.667,-0.00206,-0.00341,-0.00229,0
172,0.168752,-0.114,-0.404,-3.693,-0.00215,-0.0034,-0.00264,0
173,0.169727,-0.147,-0.386,-3.68,-0.00203,-0.00338,-0.00261,0
174,0.170701,-0.116,-0.37,-3.695,-0.00199,-0.00324,-0.00257,0
175,0.171675,-0.135,-0.359,-3.685,-0.00208,-0.0033,-0.00287,0
176,0.172666,-0.134,-0.39,-3.675,-0.00203,-0.00336,-0.00242,0
177,0.173657,-0.142,-0.382,-3.684,-0.00214,-0.00338,-0.00275,0
178,0.174632,-0.143,-0.378,-3.684,-0.00196,-0.00334,-0.00324,0
179,0.175606,-0.131,-0.377,-3.679,-0.00194,-0.00337,-0.00327,0
180,0.17658,-0.132,-0.39,-3.702,-0.00184,-0.00338,-0.00307,0
181,0.177571,-0.142,-0.381,-3.691,-0.00216,-0.00337,-0.00309,0
182,0.178562,-0.128,-0.391,-3.699,-0.0019,-0.00324,-0.00265,0
183,0.179537,-0.127,-0.368,-3.709,-0.00191,-0.00318,-0.00278,0
184,0.180511,-0.13,-0.366,-3.681,-0.00189,-0.00325,-0.00331,0
185,0.181485,-0.142,-0.376,-3.647,-0.00181,-0.00331,-0.00305,0
186,0.182476,-0.145,-0.369,-3.693,-0.00174,-0.00334,-0.0031,0
187,0.183467,-0.128,-0.374,-3.693,-0.00188,-0.00301,-0.00339,0
188,0.184442,-0.154,-0.371,-3.68,-0.00186,-0.0032,-0.0032,0
189,0.185416,-0.144,-0.373,-3.69,-0.00191,-0.00327,-0.00288,0
190,0.18639,-0.148,-0.362,-3.708,-0.00176,-0.00327,-0.00301,0
191,0.187381,-0.15,-0.365,-3.695,-0.00188,-0.00318,-0.00333,0
192,0.188372,-0.127,-0.368,-3.674,-0.00181,-0.0032,-0.00297,0
193,0.189347,-0.14,-0.398,-3.696,-0.00183,-0.00306,-0.00304,0
194,0.190321,-0.146,-0.386,-3.716,-0.00183,-0.00312,-0.00335,0
195,0.191295,-0.151,-0.375,-3.709,-0.0018,-0.00302,-0.00306,0
196,0.192286,-0.124,-0.366,-3.678,-0.00193,-0.00319,-0.00332,0
197,0.193277,-0.127,-0.39,-3.697,-0.00181,-0.00321,-0.00337,0
198,0.194252,-0.139,-0.366,-3.691,-0.00181,-0.00313,-0.00353,0
199,0.195226,-0.125,-0.368,-3.669,-0.00176,-0.00331,-0.00324,0
200,0.1962,-0.133,-0.374,-3.671,-0.00166,-0.00324,-0.00335,0
201,0.197191,-0.108,-0.35,-3.703,-0.00173,-0.00315,-0.00314,0
202,0.198182,-0.117,-0.36,-3.725,-0.00176,-0.00323,-0.00312,0
203,0.199157,-0.133,-0.371,-3.704,-0.00173,-0.00328,-0.00276,0
204,0.200131,-0.134,-0.377,-3.72,-0.00176,-0.00322,-0.00233,0
205,0.201105,-0.14,-0.372,-3.708,-0.0017,-0.00336,-0.00257,0
206,0.202096,-0.133,-0.365,-3.707,-0.00168,-0.00344,-0.00283,0
207,0.203087,-0.143,-0.388,-3.723,-0.00161,-0.00333,-0.00256,0
208,0.204062,-0.155,-0.354,-3.702,-0.00178,-0.00325,-0.00193,0
209,0.205036,-0.149,-0.378,-3.712,-0.00178,-0.0034,-0.00247,0
210,0.20601,-0.121,-0.363,-3.717,-0.00185,-0.00322,-0.00277,0
211,0.207001,-0.144,-0.394,-3.743,-0.00178,-0.0032,-0.00284,0
212,0.207992,-0.128,-0.374,-3.72,-0.00186,-0.00345,-0.00238,0
213,0.208967,-0.143,-0.382,-3.722,-0.00177,-0.00363,-0.0024,0
214,0.209941,-0.151,-0.38,-3.736,-0.00196,-0.00361,-0.00253,0
215,0.210915,-0.14,-0.367,-3.749,-0.00178,-0.00346,-0.00187,0
216,0.211906,-0.128,-0.388,-3.733,-0.00171,-0.00355,-0.00187,0
217,0.212897,-0.123,-0.375,-3.734,-0.00172,-0.0037,-0.00179,0
218,0.213872,-0.117,-0.38,-3.717,-0.00175,-0.00354,-0.00197,0
219,0.214846,-0.111,-0.37,-3.716,-0.00188,-0.00359,-0.00185,0
220,0.21582,-0.122,-0.362,-3.746,-0.00197,-0.00367,-0.00219,0
221,0.216811,-0.141,-0.378,-3.742,-0.00201,-0.00376,-0.0016,0
222,0.217802,-0.126,-0.386,-3.717,-0.00189,-0.00376,-0.00186,0
223,0.218777,-0.129,-0.397,-3.74,-0.00179,-0.0037,-0.00151,0
224,0.219751,-0.131,-0.361,-3.774,-0.00181,-0.00385,-0.00172,0
225,0.220725,-0.145,-0.372,-3.771,-0.00199,-0.00389,-0.00142,0
226,0.221716,-0.124,-0.381,-3.766,-0.00193,-0.00374,-0.00161,0
227,0.222707,-0.129,-0.388,-3.752,-0.00191,-0.00379,-0.00163,0
228,0.223682,-0.134,-0.398,-3.744,-0.00178,-0.0038,-0.0014,0
229,0.224656,-0.125,-0.368,-3.692,-0.00185,-0.00388,-0.00135,0
230,0.22563,-0.144,-0.363,-3.74,-0.00193,-0.00376,-0.00151,0
231,0.226621,-0.148,-0.399,-3.763,-0.00197,-0.00382,-0.00127,0
232,0.227612,-0.136,-0.389,-3.755,-0.00186,-0.00369,-0.00138,0
233,0.228587,-0.152,-0.358,-3.743,-0.00196,-0.0037,-0.00109,0
234,0.229561,-0.143,-0.387,-3.773,-0.00201,-0.00367,-0.00211,0
235,0.230535,-0.154,-0.396,-3.764,-0.00196,-0.00379,-0.00072,0
236,0.231526,-0.187,-0.373,-3.764,-0.00203,-0.00408,-0.00099,0
237,0.232517,-0.15,-0.371,-3.783,-0.00208,-0.00381,-0.00176,0
238,0.233492,-0.148,-0.393,-3.755,-0.00184,-0.00381,-0.00184,0
239,0.234466,-0.146,-0.402,-3.765,-0.0019,-0.00365,-0.00173,0
240,0.23544,-0.149,-0.371,-3.804,-0.00197,-0.00375,-0.00132,0
241,0.236431,-0.14,-0.37,-3.731,-0.00195,-0.00372,-0.00116,0
242,0.237422,-0.156,-0.358,-3.723,-0.00196,-0.00365,-0.00121,0
243,0.238397,-0.144,-0.359,-3.754,-0.00186,-0.00378,-0.00126,0
244,0.239371,-0.156,-0.363,-3.762,-0.0018,-0.00372,-0.00147,0
245,0.240345,-0.155,-0.402,-3.781,-0.00193,-0.00364,-0.00204,0
246,0.241336,-0.136,-0.363,-3.776,-0.00179,-0.00368,-0.00214,0
247,0.242327,-0.152,-0.338,-3.745,-0.00195,-0.00375,-0.00191,0
248,0.243302,-0.139,-0.351,-3.73,-0.0018,-0.0036,-0.00133,0
249,0.244276,-0.13,-0.362,-3.758,-0.00182,-0.00348,-0.00169,0
250,0.24525,-0.138,-0.353,-3.785,-0.00189,-0.00353,-0.00204,0
251,0.246241,-0.167,-0.362,-3.794,-0.00173,-0.00368,-0.00148,0
252,0.247232,-0.179,-0.356,-3.725,-0.0018,-0.0038,-0.00209,0
253,0.248207,-0.177,-0.365,-3.746,-0.00177,-0.00372,-0.00198,0
254,0.249181,-0.136,-0.335,-3.755,-0.0017,-0.0036,-0.00198,0
255,0.250155,-0.148,-0.362,-3.742,-0.00173,-0.0036,-0.00216,0
256,0.251146,-0.164,-0.369,-3.744,-0.00186,-0.0037,-0.00186,0
257,0.252137,-0.173,-0.372,-3.782,-0.00198,-0.00378,-0.00197,0
258,0.253112,-0.138,-0.361,-3.755,-0.00192,-0.00373,-0.00193,0
259,0.254086,-0.153,-0.334,-3.766,-0.00207,-0.00373,-0.00223,0
260,0.25506,-0.154,-0.369,-3.778,-0.00186,-0.00361,-0.00222,0
261,0.256051,-0.153,-0.35,-3.749,-0.00186,-0.00374,-0.00235,0
262,0.257042,-0.157,-0.363,-3.726,-0.00194,-0.00368,-0.00237,0
263,0.258017,-0.145,-0.358,-3.747,-0.00209,-0.00363,-0.0022,0
264,0.258991,-0.134,-0.335,-3.77,-0.00207,-0.00362,-0.00253,0
265,0.259965,-0.161,-0.379,-3.762,-0.00216,-0.00382,-0.00285,0
266,0.260956,-0.163,-0.378,-3.754,-0.00211,-0.00381,-0.00285,0
267,0.261947,-0.143,-0.391,-3.772,-0.00198,-0.00373,-0.00277,0
268,0.262922,-0.153,-0.387,-3.79,-0.00219,-0.00365,-0.00307,0
269,0.263896,-0.151,-0.385,-3.794,-0.00214,-0.00364,-0.00291,0
270,0.26487,-0.151,-0.363,-3.789,-0.0021,-0.00362,-0.00292,0
271,0.265861,-0.157,-0.363,-3.75,-0.00216,-0.00366,-0.00275,0
272,0.266852,-0.154,-0.358,-3.791,-0.00207,-0.00369,-0.00306,0
273,0.267827,-0.148,-0.371,-3.787,-0.00216,-0.00371,-0.0031,0
274,0.268801,-0.158,-0.388,-3.767,-0.00214,-0.00363,-0.00346,0
275,0.269775,-0.143,-0.377,-3.795,-0.00223,-0.00358,-0.00244,0
276,0.270766,-0.136,-0.341,-3.764,-0.00234,-0.00368,-0.00278,0
277,0.271757,-0.136,-0.362,-3.761,-0.00238,-0.00354,-0.0026,0
278,0.272732,-0.145,-0.37,-3.775,-0.00234,-0.00366,-0.00281,0
279,0.273706,-0.128,-0.374,-3.749,-0.00228,-0.00368,-0.00265,0
280,0.27468,-0.146,-0.4,-3.779,-0.00238,-0.00372,-0.00261,0
281,0.275671,-0.143,-0.402,-3.8,-0.0024,-0.0036,-0.00241,0
282,0.276662,-0.117,-0.404,-3.784,-0.00241,-0.00338,-0.00212,0
283,0.277637,-0.117,-0.397,-3.81,-0.00235,-0.00361,-0.0021,0
284,0.278611,-0.124,-0.411,-3.808,-0.00227,-0.0035,-0.00255,0
285,0.279585,-0.129,-0.393,-3.787,-0.00242,-0.00353,-0.0022,0
286,0.280576,-0.128,-0.393,-3.806,-0.00235,-0.00354,-0.0022,0
287,0.281567,-0.11,-0.429,-3.77,-0.00227,-0.00354,-0.00233,0
288,0.28256,-0.129,-0.396,-3.762,-0.00244,-0.00352,-0.00233,0
289,0.283534,-0.121,-0.372,-3.784,-0.00237,-0.00347,-0.00251,0
290,0.284508,-0.12,-0.387,-3.813,-0.0024,-0.00363,-0.00198,0
291,0.285499,-0.102,-0.417,-3.766,-0.00231,-0.00356,-0.00157,0
292,0.28649,-0.113,-0.382,-3.799,-0.00239,-0.00334,-0.00175,0
293,0.287465,-0.103,-0.409,-3.797,-0.00219,-0.00327,-0.00223,0
294,0.288439,-0.118,-0.415,-3.805,-0.00236,-0.00341,-0.00208,0
295,0.289413,-0.119,-0.396,-3.807,-0.00217,-0.00329,-0.00205,0
296,0.290404,-0.115,-0.387,-3.769,-0.00218,-0.00328,-0.00193,0
297,0.291395,-0.088,-0.423,-3.794,-0.00216,-0.00324,-0.00255,0
298,0.29237,-0.088,-0.405,-3.78,-0.0021,-0.0033,-0.00232,0
299,0.293344,-0.104,-0.404,-3.814,-0.00214,-0.00341,-0.00246,0
300,0.294318,-0.095,-0.414,-3.783,-0.00199,-0.00333,-0.00208,0
301,0.295309,-0.089,-0.402,-3.786,-0.00198,-0.00318,-0.00201,0
302,0.2963,-0.093,-0.389,-3.78,-0.00205,-0.00317,-0.00174,0
303,0.297275,-0.086,-0.374,-3.774,-0.00201,-0.00313,-0.00119,0
304,0.298249,-0.102,-0.401,-3.787,-0.00206,-0.00309,-0.0014,0
305,0.299223,-0.108,-0.359,-3.762,-0.00197,-0.00312,-0.00245,0
306,0.300214,-0.099,-0.375,-3.773,-0.00193,-0.00316,-0.00152,0
307,0.301205,-0.09,-0.409,-3.78,-0.00179,-0.00324,-0.00189,0
308,0.30218,-0.083,-0.396,-3.766,-0.00183,-0.00315,-0.00167,0
309,0.303154,-0.082,-0.389,-3.791,-0.00198,-0.00305,-0.00204,0
310,0.304128,-0.089,-0.371,-3.791,-0.00194,-0.00308,-0.00212,0
311,0.305119,-0.091,-0.351,-3.786,-0.00181,-0.00318,-0.00197,0
312,0.30611,-0.077,-0.38,-3.801,-0.00182,-0.00304,-0.002,0
313,0.307085,-0.087,-0.384,-3.752,-0.00182,-0.00298,-0.0025,0
314,0.308059,-0.111,-0.396,-3.767,-0.00197,-0.00324,-0.00209,0
315,0.309033,-0.089,-0.406,-3.765,-0.00183,-0.00309,-0.0027,0
316,0.310024,-0.081,-0.389,-3.783,-0.00176,-0.00307,-0.00217,0
317,0.311015,-0.093,-0.361,-3.77,-0.00177,-0.00306,-0.00229,0
318,0.31199,-0.09,-0.362,-3.792,-0.00184,-0.00324,-0.00258,0
319,0.312964,-0.111,-0.372,-3.798,-0.00182,-0.00331,-0.00249,0
320,0.313938,-0.092,-0.389,-3.786,-0.00187,-0.00314,-0.00241,0
321,0.314929,-0.095,-0.374,-3.799,-0.00186,-0.00316,-0.00266,0
322,0.31592,-0.107,-0.381,-3.788,-0.00165,-0.00325,-0.00227,0
323,0.316895,-0.103,-0.383,-3.786,-0.00179,-0.00328,-0.0026,0
324,0.317869,-0.116,-0.377,-3.758,-0.00172,-0.00322,-0.00246,0
325,0.318843,-0.089,-0.396,-3.739,-0.0017,-0.00318,-0.0028,0
326,0.319834,-0.111,-0.369,-3.76,-0.00177,-0.00324,-0.00244,0
327,0.320825,-0.103,-0.379,-3.77,-0.00181,-0.00315,-0.0025,0
328,0.3218,-0.107,-0.378,-3.758,-0.00181,-0.00335,-0.0025,0
329,0.322774,-0.086,-0.398,-3.788,-0.0018,-0.00335,-0.00292,0
330,0.323748,-0.105,-0.402,-3.755,-0.00183,-0.00326,-0.00248,0
