count[times],Measured Time[s],Fx Value[N],Fy Value[N],Fz Value[N],Mx Value[Nm],My Value[Nm],Mz Value[Nm],Temp Value[degC]
134,0.13158,-0.14,-0.434,-2.75,-0.00289,-0.00262,-0.00122,0
135,0.132571,-0.141,-0.41,-2.729,-0.00276,-0.00263,-0.0016,0
136,0.133551,-0.15,-0.43,-2.745,-0.00286,-0.00268,-0.00129,0
137,0.134525,-0.124,-0.444,-2.728,-0.00294,-0.00253,-0.00139,0
138,0.135499,-0.147,-0.468,-2.746,-0.00282,-0.00262,-0.00187,0
139,0.13649,-0.154,-0.452,-2.741,-0.00296,-0.00266,-0.00229,0
140,0.137481,-0.14,-0.45,-2.747,-0.00274,-0.00262,-0.00159,0
141,0.138461,-0.143,-0.444,-2.742,-0.00271,-0.00263,-0.00135,0
142,0.139435,-0.117,-0.421,-2.775,-0.00274,-0.00256,-0.00147,0
143,0.140409,-0.133,-0.414,-2.755,-0.00272,-0.00258,-0.0011,0
144,0.1414,-0.151,-0.417,-2.736,-0.00285,-0.00267,-0.00153,0
145,0.142391,-0.124,-0.416,-2.733,-0.00282,-0.00248,-0.00097,0
146,0.143371,-0.169,-0.431,-2.734,-0.00276,-0.00263,-0.00152,0
147,0.144345,-0.157,-0.447,-2.746,-0.00266,-0.0027,-0.001,0
148,0.145319,-0.147,-0.41,-2.783,-0.0027,-0.00267,-0.00115,0
149,0.14631,-0.158,-0.412,-2.757,-0.00271,-0.00276,-0.00108,0
150,0.147301,-0.16,-0.437,-2.763,-0.00265,-0.00269,-0.00124,0
151,0.148281,-0.147,-0.437,-2.745,-0.00275,-0.00258,-0.00086,0
152,0.149255,-0.132,-0.43,-2.743,-0.00277,-0.00255,-0.00133,0
153,0.150229,-0.137,-0.42,-2.77,-0.00258,-0.00266,-0.0015,0
154,0.15122,-0.133,-0.421,-2.766,-0.00254,-0.00251,-0.00134,0
155,0.152211,-0.133,-0.443,-2.757,-0.00266,-0.00255,-0.00059,0
156,0.153191,-0.129,-0.45,-2.753,-0.00252,-0.00262,-0.00134,0
157,0.154165,-0.152,-0.432,-2.786,-0.00255,-0.00269,-0.00146,0
158,0.155139,-0.144,-0.442,-2.82,-0.00267,-0.00274,-0.00154,0
159,0.15613,-0.145,-0.444,-2.751,-0.00265,-0.00259,-0.00197,0
160,0.157121,-0.139,-0.421,-2.759,-0.00262,-0.00257,-0.00141,0
161,0.158101,-0.164,-0.443,-2.76,-0.00261,-0.00272,-0.00166,0
162,0.159075,-0.141,-0.448,-2.744,-0.00249,-0.00255,-0.00127,0
163,0.160049,-0.14,-0.436,-2.763,-0.00262,-0.00258,-0.00136,0
164,0.16104,-0.128,-0.438,-2.752,-0.00274,-0.00265,-0.00137,0
165,0.162031,-0.148,-0.431,-2.73,-0.00257,-0.00259,-0.00118,0
166,0.163011,-0.144,-0.441,-2.758,-0.00255,-0.00253,-0.00144,0
167,0.163985,-0.138,-0.455,-2.737,-0.00247,-0.00257,-0.00166,0
168,0.164959,-0.13,-0.44,-2.784,-0.0026,-0.00259,-0.00155,0
169,0.16595,-0.141,-0.417,-2.778,-0.00264,-0.0026,-0.00102,0
170,0.166941,-0.134,-0.446,-2.779,-0.00247,-0.00264,-0.00162,0
171,0.167921,-0.149,-0.44,-2.756,-0.00252,-0.00275,-0.00155,0
172,0.168895,-0.165,-0.428,-2.76,-0.00263,-0.00272,-0.00213,0
173,0.169887,-0.165,-0.458,-2.768,-0.00251,-0.00267,-0.00222,0
174,0.170878,-0.159,-0.44,-2.763,-0.00258,-0.00259,-0.00172,0
175,0.171869,-0.148,-0.435,-2.734,-0.00252,-0.00268,-0.00102,0
176,0.172849,-0.171,-0.427,-2.766,-0.00264,-0.00282,-0.00135,0
177,0.173823,-0.146,-0.449,-2.724,-0.00253,-0.00257,-0.00113,0
178,0.174815,-0.135,-0.437,-2.755,-0.0026,-0.00256,-0.00119,0
179,0.175806,-0.151,-0.443,-2.776,-0.00262,-0.00259,-0.00183,0
180,0.176797,-0.156,-0.445,-2.763,-0.0025,-0.00265,-0.0015,0
181,0.177777,-0.139,-0.44,-2.756,-0.00271,-0.00259,-0.00122,0
182,0.178751,-0.161,-0.427,-2.772,-0.00287,-0.00274,-0.00184,0
183,0.179743,-0.166,-0.435,-2.764,-0.00269,-0.00266,-0.00166,0
184,0.180734,-0.154,-0.427,-2.766,-0.00259,-0.00259,-0.00206,0
185,0.181725,-0.14,-0.435,-2.773,-0.00247,-0.0027,-0.00202,0
186,0.182705,-0.159,-0.448,-2.77,-0.0024,-0.00272,-0.00189,0
187,0.183679,-0.139,-0.462,-2.796,-0.00256,-0.00262,-0.00146,0
188,0.184671,-0.146,-0.441,-2.742,-0.00273,-0.00267,-0.0017,0
189,0.185662,-0.137,-0.429,-2.768,-0.00257,-0.00257,-0.00181,0
190,0.186653,-0.163,-0.452,-2.74,-0.0026,-0.00272,-0.00181,0
191,0.187633,-0.162,-0.429,-2.753,-0.00282,-0.00272,-0.00169,0
192,0.188607,-0.15,-0.416,-2.761,-0.00256,-0.00255,-0.00183,0
193,0.189599,-0.137,-0.423,-2.745,-0.00253,-0.00249,-0.00193,0
194,0.19059,-0.156,-0.439,-2.761,-0.00251,-0.00268,-0.00216,0
195,0.191581,-0.16,-0.42,-2.781,-0.00272,-0.00255,-0.00214,0
196,0.192561,-0.146,-0.43,-2.732,-0.00259,-0.00247,-0.00185,0
197,0.193535,-0.13,-0.442,-2.763,-0.00267,-0.00253,-0.00166,0
198,0.194527,-0.148,-0.428,-2.765,-0.00264,-0.00264,-0.00196,0
199,0.195518,-0.134,-0.42,-2.738,-0.00258,-0.00266,-0.00147,0
200,0.196509,-0.158,-0.431,-2.759,-0.00263,-0.00266,-0.00204,0
201,0.197489,-0.147,-0.433,-2.747,-0.00276,-0.00257,-0.00216,0
202,0.198463,-0.15,-0.43,-2.772,-0.00259,-0.00261,-0.00197,0
203,0.199455,-0.137,-0.438,-2.734,-0.00255,-0.00261,-0.00156,0
204,0.200446,-0.141,-0.437,-2.776,-0.00278,-0.00256,-0.00181,0
205,0.201437,-0.148,-0.432,-2.774,-0.00268,-0.00257,-0.002,0
206,0.202417,-0.147,-0.451,-2.755,-0.00269,-0.00263,-0.0021,0
207,0.203409,-0.132,-0.444,-2.77,-0.00271,-0.00253,-0.00216,0
208,0.2044,-0.137,-0.451,-2.736,-0.00269,-0.00253,-0.00166,0
209,0.205391,-0.158,-0.45,-2.764,-0.00256,-0.00253,-0.00189,0
210,0.206382,-0.158,-0.438,-2.772,-0.00271,-0.00246,-0.00223,0
211,0.207362,-0.127,-0.431,-2.751,-0.00262,-0.00245,-0.00227,0
212,0.208336,-0.118,-0.427,-2.761,-0.00258,-0.00243,-0.00205,0
213,0.209327,-0.155,-0.444,-2.77,-0.0026,-0.00256,-0.00213,0
214,0.210318,-0.155,-0.436,-2.79,-0.00265,-0.00259,-0.00216,0
215,0.211309,-0.156,-0.414,-2.799,-0.00258,-0.00264,-0.00153,0
216,0.212289,-0.126,-0.435,-2.781,-0.00277,-0.00252,-0.00185,0
217,0.213263,-0.143,-0.438,-2.752,-0.00277,-0.00249,-0.00157,0
218,0.214254,-0.123,-0.443,-2.768,-0.00261,-0.00243,-0.00215,0
219,0.215245,-0.154,-0.441,-2.78,-0.00269,-0.00254,-0.00191,0
220,0.216236,-0.151,-0.434,-2.765,-0.00261,-0.00245,-0.00227,0
221,0.217216,-0.137,-0.439,-2.742,-0.0027,-0.00254,-0.00185,0
222,0.21819,-0.156,-0.446,-2.749,-0.00264,-0.00262,-0.00196,0
223,0.219181,-0.128,-0.432,-2.781,-0.00255,-0.00243,-0.00222,0
224,0.220172,-0.136,-0.444,-2.797,-0.00262,-0.00236,-0.00186,0
225,0.221163,-0.112,-0.432,-2.793,-0.0026,-0.00241,-0.00217,0
226,0.222143,-0.12,-0.423,-2.769,-0.00269,-0.0026,-0.00204,0
227,0.223117,-0.137,-0.45,-2.775,-0.00268,-0.0025,-0.00222,0
228,0.224108,-0.143,-0.455,-2.77,-0.00262,-0.00251,-0.00211,0
229,0.225099,-0.136,-0.446,-2.785,-0.00262,-0.00244,-0.00182,0
230,0.22609,-0.136,-0.46,-2.767,-0.00263,-0.0024,-0.00192,0
231,0.22707,-0.143,-0.439,-2.79,-0.00261,-0.00243,-0.00182,0
232,0.228044,-0.137,-0.442,-2.768,-0.00242,-0.00245,-0.0016,0
233,0.229035,-0.145,-0.475,-2.767,-0.00249,-0.00237,-0.00156,0
234,0.230026,-0.144,-0.45,-2.776,-0.00261,-0.00256,-0.00178,0
235,0.231017,-0.138,-0.402,-2.761,-0.00274,-0.00263,-0.00147,0
236,0.231997,-0.143,-0.405,-2.757,-0.0027,-0.00254,-0.00179,0
237,0.232971,-0.113,-0.464,-2.775,-0.00252,-0.00251,-0.00238,0
238,0.233962,-0.126,-0.426,-2.768,-0.00249,-0.00248,-0.00178,0
239,0.234953,-0.133,-0.436,-2.801,-0.00257,-0.00246,-0.00139,0
240,0.235944,-0.152,-0.457,-2.785,-0.00239,-0.00259,-0.00149,0
241,0.236924,-0.133,-0.448,-2.77,-0.00249,-0.0025,-0.0015,0
242,0.237898,-0.134,-0.42,-2.772,-0.00264,-0.00255,-0.00187,0
243,0.238889,-0.121,-0.445,-2.79,-0.00265,-0.0025,-0.001,0
244,0.23988,-0.16,-0.432,-2.801,-0.00261,-0.00273,-0.00116,0
245,0.240871,-0.147,-0.449,-2.767,-0.00263,-0.00255,-0.00119,0
246,0.241851,-0.137,-0.447,-2.75,-0.00265,-0.00269,-0.0013,0
247,0.242825,-0.116,-0.422,-2.788,-0.0027,-0.0025,-0.00159,0
248,0.243816,-0.139,-0.442,-2.765,-0.00262,-0.00256,-0.00199,0
249,0.244807,-0.16,-0.44,-2.771,-0.00271,-0.00264,-0.00136,0
250,0.245798,-0.134,-0.439,-2.777,-0.00271,-0.00271,-0.00139,0
251,0.246778,-0.14,-0.452,-2.784,-0.00279,-0.00269,-0.00137,0
252,0.247752,-0.134,-0.431,-2.788,-0.00268,-0.00271,-0.00154,0
253,0.248743,-0.131,-0.415,-2.764,-0.00254,-0.00266,-0.00119,0
254,0.249734,-0.14,-0.458,-2.79,-0.00277,-0.00276,-0.00177,0
255,0.250725,-0.13,-0.443,-2.816,-0.00286,-0.00268,-0.00138,0
256,0.251705,-0.148,-0.433,-2.793,-0.00265,-0.0027,-0.00157,0
257,0.252679,-0.15,-0.429,-2.793,-0.0026,-0.00274,-0.00165,0
258,0.25367,-0.148,-0.446,-2.772,-0.00252,-0.0027,-0.00159,0
259,0.254661,-0.117,-0.44,-2.756,-0.00262,-0.00258,-0.00105,0
260,0.255652,-0.131,-0.419,-2.726,-0.00267,-0.00262,-0.00107,0
261,0.256632,-0.142,-0.456,-2.799,-0.00257,-0.00281,-0.0018,0
262,0.257606,-0.155,-0.427,-2.8,-0.00272,-0.00273,-0.0019,0
263,0.258597,-0.132,-0.443,-2.769,-0.00259,-0.00278,-0.00164,0
264,0.259588,-0.183,-0.419,-2.782,-0.00263,-0.00288,-0.0018,0
265,0.260579,-0.153,-0.431,-2.799,-0.0028,-0.00275,-0.00171,0
266,0.261559,-0.147,-0.434,-2.77,-0.00279,-0.00278,-0.00172,0
267,0.262533,-0.133,-0.461,-2.784,-0.0026,-0.00272,-0.00155,0
268,0.263524,-0.149,-0.455,-2.784,-0.0028,-0.0028,-0.00147,0
269,0.264515,-0.149,-0.45,-2.766,-0.00261,-0.0028,-0.00115,0
270,0.265507,-0.152,-0.446,-2.777,-0.00267,-0.00271,-0.00137,0
271,0.266481,-0.155,-0.434,-2.751,-0.00284,-0.00272,-0.00158,0
272,0.267455,-0.17,-0.451,-2.782,-0.00268,-0.00292,-0.00161,0
273,0.268446,-0.161,-0.461,-2.785,-0.00262,-0.00294,-0.00117,0
274,0.269437,-0.153,-0.457,-2.776,-0.00251,-0.00279,-0.00174,0
275,0.270429,-0.145,-0.442,-2.813,-0.00266,-0.00279,-0.00174,0
276,0.271403,-0.161,-0.455,-2.795,-0.00256,-0.00282,-0.00165,0
277,0.272377,-0.17,-0.466,-2.801,-0.0027,-0.00286,-0.00139,0
278,0.273368,-0.169,-0.443,-2.776,-0.00249,-0.00282,-0.0011,0
279,0.274359,-0.161,-0.406,-2.773,-0.00278,-0.00289,-0.00211,0
280,0.275352,-0.142,-0.432,-2.781,-0.00274,-0.00271,-0.00131,0
281,0.276326,-0.144,-0.437,-2.774,-0.00274,-0.00278,-0.00135,0
282,0.2773,-0.156,-0.431,-2.756,-0.0027,-0.00294,-0.00188,0
283,0.278291,-0.165,-0.446,-2.78,-0.00259,-0.00283,-0.00198,0
284,0.279282,-0.158,-0.443,-2.753,-0.00265,-0.00292,-0.00152,0
285,0.280257,-0.139,-0.456,-2.739,-0.0026,-0.00285,-0.00095,0
286,0.281231,-0.135,-0.441,-2.764,-0.00263,-0.00291,-0.00177,0
287,0.282205,-0.166,-0.435,-2.784,-0.00264,-0.00301,-0.00144,0
288,0.283196,-0.149,-0.419,-2.782,-0.00273,-0.00275,-0.00159,0
289,0.284187,-0.159,-0.419,-2.779,-0.00274,-0.00276,-0.00163,0
290,0.285162,-0.146,-0.452,-2.762,-0.00257,-0.00274,-0.00164,0
291,0.286136,-0.145,-0.437,-2.761,-0.00249,-0.00285,-0.00127,0
292,0.28711,-0.157,-0.461,-2.771,-0.0026,-0.00281,-0.00217,0
293,0.288101,-0.139,-0.453,-2.783,-0.0025,-0.00281,-0.00141,0
294,0.289092,-0.138,-0.418,-2.796,-0.00251,-0.00287,-0.00162,0
295,0.290067,-0.155,-0.428,-2.779,-0.00257,-0.00296,-0.00166,0
296,0.291041,-0.125,-0.43,-2.779,-0.00269,-0.0028,-0.00116,0
297,0.292015,-0.164,-0.432,-2.771,-0.0027,-0.00264,-0.00154,0
298,0.293006,-0.176,-0.456,-2.781,-0.0026,-0.00287,-0.00165,0
299,0.293997,-0.149,-0.442,-2.778,-0.00262,-0.00273,-0.00156,0
300,0.294972,-0.142,-0.432,-2.762,-0.00261,-0.00272,-0.00189,0
301,0.295946,-0.146,-0.416,-2.791,-0.00258,-0.00271,-0.00146,0
302,0.29692,-0.14,-0.447,-2.799,-0.00263,-0.0027,-0.00167,0
303,0.297911,-0.131,-0.443,-2.747,-0.00275,-0.00269,-0.00104,0
304,0.298902,-0.149,-0.437,-2.749,-0.00256,-0.00259,-0.00118,0
305,0.299877,-0.157,-0.441,-2.793,-0.00264,-0.00264,-0.00159,0
306,0.300851,-0.17,-0.44,-2.798,-0.00249,-0.0026,-0.00143,0
307,0.301825,-0.133,-0.452,-2.808,-0.00246,-0.00256,-0.00094,0
308,0.302816,-0.139,-0.424,-2.784,-0.00262,-0.00256,-0.00189,0
309,0.303807,-0.127,-0.417,-2.776,-0.00258,-0.0026,-0.00158,0
310,0.304782,-0.144,-0.446,-2.805,-0.00253,-0.00261,-0.00161,0
311,0.305756,-0.129,-0.44,-2.789,-0.00256,-0.00255,-0.00131,0
312,0.30673,-0.124,-0.452,-2.793,-0.00259,-0.00252,-0.00164,0
313,0.307721,-0.125,-0.429,-2.765,-0.00262,-0.0025,-0.00127,0
314,0.308712,-0.117,-0.456,-2.778,-0.00259,-0.00256,-0.00102,0
315,0.309687,-0.141,-0.44,-2.781,-0.0026,-0.00261,-0.00208,0
316,0.310679,-0.135,-0.439,-2.785,-0.00257,-0.00247,-0.00188,0
317,0.311653,-0.125,-0.422,-2.765,-0.00249,-0.00242,-0.00159,0
318,0.312644,-0.137,-0.406,-2.786,-0.00253,-0.00256,-0.00146,0
319,0.313635,-0.135,-0.435,-2.794,-0.00255,-0.00254,-0.00172,0
320,0.314611,-0.148,-0.42,-2.79,-0.00259,-0.00262,-0.00162,0
321,0.315585,-0.148,-0.415,-2.795,-0.00266,-0.00249,-0.00166,0
322,0.316559,-0.144,-0.422,-2.785,-0.00252,-0.00264,-0.00168,0
323,0.31755,-0.162,-0.423,-2.797,-0.00254,-0.00271,-0.00152,0
324,0.318541,-0.153,-0.425,-2.807,-0.00261,-0.00249,-0.00177,0
325,0.319517,-0.145,-0.432,-2.759,-0.00257,-0.00255,-0.00206,0
326,0.320491,-0.145,-0.439,-2.8,-0.00246,-0.00246,-0.00235,0
327,0.321465,-0.147,-0.44,-2.812,-0.00252,-0.00251,-0.00156,0
328,0.322456,-0.131,-0.447,-2.782,-0.00257,-0.00252,-0.00177,0
329,0.323447,-0.156,-0.442,-2.763,-0.00257,-0.00252,-0.00177,0
