count[times],Measured Time[s],Fx Value[N],Fy Value[N],Fz Value[N],Mx Value[Nm],My Value[Nm],Mz Value[Nm],Temp Value[degC]
269,0.264328,-0.002,-0.025,-0.156,-0.0002,-0.00064,0.00069,0
270,0.265302,0.011,-0.012,-0.151,-0.00017,-0.0004,0.00031,0
271,0.266293,0.02,0.001,-0.114,-0.00011,-0.00048,0.0005,0
272,0.267284,0,-0.032,-0.16,0,-0.00052,0.00047,0
273,0.268275,-0.007,-0.038,-0.183,-1E-05,-0.00052,0.00022,0
274,0.269255,-0.011,-0.027,-0.166,-0.00011,-0.0003,0.00043,0
275,0.270229,0.018,-0.018,-0.162,-8E-05,-0.00045,0,0
276,0.27122,0.021,-0.021,-0.147,-8E-05,-0.00037,-0.00025,0
277,0.272211,-0.005,-0.013,-0.152,-7E-05,-0.0005,0.00037,0
278,0.273202,0.002,-0.022,-0.172,-3E-05,-0.00062,0.00025,0
279,0.274182,0.012,-0.037,-0.132,-5E-05,-0.00051,0.00013,0
280,0.275156,0.003,-0.046,-0.158,3E-05,-0.00056,0.00013,0
281,0.276147,0,-0.022,-0.182,-0.00013,-0.00049,-5E-05,0
282,0.277138,0.001,-0.037,-0.167,-9E-05,-0.00038,-0.00018,0
283,0.278129,0.014,-0.037,-0.141,6E-05,-0.00044,0.00019,0
284,0.279109,-0.003,-0.053,-0.128,-1E-05,-0.0005,0.00031,0
285,0.280083,-0.006,-0.03,-0.16,-0.00012,-0.00047,0.00047,0
286,0.281074,-0.013,-0.036,-0.165,-6E-05,-0.00049,0.00028,0
287,0.282065,0.008,0.001,-0.175,-8E-05,-0.00051,8E-05,0
288,0.283056,-0.002,0.011,-0.149,-0.00012,-0.00048,-7E-05,0
289,0.284036,0.025,-0.017,-0.175,-0.00011,-0.0004,9E-05,0
290,0.28501,0.013,-0.014,-0.162,1E-05,-0.00065,-0.00033,0
291,0.286001,-0.003,-0.015,-0.177,1E-05,-0.00061,0.00015,0
292,0.286992,-0.002,-0.026,-0.174,-0.00011,-0.00071,-0.00014,0
293,0.287983,0.006,0.012,-0.167,-0.00016,-0.00065,0.00045,0
294,0.288963,-0.001,-0.017,-0.184,1E-05,-0.00056,7E-05,0
295,0.289937,0.011,-0.038,-0.172,-1E-05,-0.00066,0.00026,0
296,0.290928,0.023,-0.029,-0.167,-0.00013,-0.0005,0.0002,0
297,0.291919,0.029,-0.032,-0.146,-0.0001,-0.00049,0.00032,0
298,0.29291,0.014,-0.026,-0.17,-5E-05,-0.00036,-6E-05,0
299,0.29389,0.011,-0.017,-0.165,-0.00018,-0.00062,6E-05,0
300,0.294864,0.003,-0.037,-0.168,-0.00016,-0.00046,-0.00049,0
301,0.295855,0.004,-0.033,-0.165,1E-05,-0.00054,0.00025,0
302,0.296846,-0.009,-0.018,-0.172,-2E-05,-0.00065,-0.00011,0
303,0.297837,0.01,-0.04,-0.185,-7E-05,-0.00048,0.00046,0
304,0.298817,0.002,-0.04,-0.173,-0.00013,-0.00041,0.0005,0
305,0.299791,-0.004,-0.027,-0.14,-0.0001,-0.0005,-0.0001,0
306,0.300782,-0.005,-0.048,-0.166,-8E-05,-0.00048,-0.00012,0
307,0.301773,-0.014,-0.045,-0.158,-0.00018,-0.00068,0.00024,0
308,0.302764,0.018,-0.011,-0.142,-5E-05,-0.00052,0.00027,0
309,0.303738,-0.03,-0.01,-0.171,-0.00014,-0.00057,0.00033,0
310,0.304712,-0.007,0.002,-0.142,-0.00011,-0.00056,0.00013,0
311,0.305703,0.015,-0.028,-0.167,0,-0.00048,0.0006,0
312,0.306694,0.034,-0.027,-0.134,-6E-05,-0.00033,0.00031,0
313,0.307686,0.009,-0.032,-0.153,-0.0001,-0.00039,0.00015,0
314,0.30866,0.016,-0.016,-0.18,-0.00014,-0.00037,-6E-05,0
315,0.309634,0.002,-0.031,-0.158,-0.00017,-0.0004,0.00028,0
316,0.310625,0.011,-0.025,-0.208,-0.00012,-0.00053,-3E-05,0
317,0.311616,0.02,-0.028,-0.204,-0.00013,-0.00049,1E-05,0
318,0.312609,0.032,-0.006,-0.197,1E-05,-0.00049,-0.00033,0
319,0.313583,-0.001,-0.024,-0.151,-5E-05,-0.00041,0.00021,0
320,0.314557,0.004,-0.014,-0.154,-0.00022,-0.0005,0.00016,0
321,0.315548,0.017,-0.006,-0.175,-5E-05,-0.00054,0.00035,0
322,0.316539,0.022,-0.025,-0.172,4E-05,-0.00037,0.00039,0
323,0.317514,-0.002,-0.02,-0.14,-0.00011,-0.00048,0.00026,0
324,0.318488,0.001,-0.011,-0.178,-8E-05,-0.00053,-6E-05,0
325,0.319462,0.011,-0.044,-0.188,-0.00015,-0.0005,-0.00015,0
326,0.320453,0.011,-0.032,-0.177,-6E-05,-0.00053,0.00035,0
327,0.321444,-0.004,-0.02,-0.155,-0.00012,-0.00045,-0.00029,0
328,0.322419,0.004,-0.019,-0.169,-0.00014,-0.00038,0.00037,0
329,0.323393,-0.002,-0.052,-0.178,0,-0.00051,0.0001,0
330,0.324367,0.016,-0.052,-0.159,-3E-05,-0.00048,0.00022,0
331,0.325358,-0.01,-0.035,-0.162,-5E-05,-0.00059,0.00042,0
332,0.326349,0.004,-0.045,-0.181,1E-05,-0.00041,2E-05,0
333,0.327324,-0.006,-0.053,-0.206,8E-05,-0.00042,-0.00019,0
334,0.328298,-0.016,-0.007,-0.157,-0.00011,-0.00045,0.00016,0
335,0.329272,-0.008,-0.018,-0.16,-9E-05,-0.00064,0.00048,0
336,0.330263,-0.005,-0.024,-0.17,-0.00018,-0.00048,0.00044,0
337,0.331254,-0.002,-0.043,-0.207,-4E-05,-0.00055,-8E-05,0
338,0.332229,0.004,-0.027,-0.187,-2E-05,-0.00047,0.00045,0
339,0.333203,0.012,-0.016,-0.142,-3E-05,-0.00045,0.00051,0
340,0.334177,-0.006,-0.039,-0.155,2E-05,-0.00049,-0.00029,0
341,0.335168,0.011,-0.051,-0.204,-2E-05,-0.00034,0.0001,0
342,0.336159,-0.028,-0.05,-0.186,2E-05,-0.0005,0.00029,0
343,0.337134,0.013,-0.044,-0.158,-0.00012,-0.00058,-2E-05,0
