count[times],Measured Time[s],Fx Value[N],Fy Value[N],Fz Value[N],Mx Value[Nm],My Value[Nm],Mz Value[Nm],Temp Value[degC]
121,0.118689,-0.106,-0.361,-2.984,-0.00285,-0.00268,-0.00167,0
122,0.11968,-0.114,-0.362,-2.983,-0.00306,-0.0028,-0.00149,0
123,0.120671,-0.128,-0.372,-2.995,-0.00303,-0.0028,-0.00205,0
124,0.121645,-0.12,-0.347,-3.003,-0.00308,-0.00279,-0.0016,0
125,0.122619,-0.145,-0.358,-2.989,-0.00313,-0.00281,-0.00176,0
126,0.123593,-0.141,-0.393,-3.011,-0.00315,-0.00285,-0.00219,0
127,0.124584,-0.133,-0.386,-2.951,-0.00307,-0.00285,-0.00169,0
128,0.125575,-0.149,-0.403,-2.987,-0.00338,-0.00292,-0.00166,0
129,0.126549,-0.135,-0.428,-3,-0.00331,-0.00278,-0.00198,0
130,0.127523,-0.136,-0.425,-2.998,-0.00328,-0.00284,-0.00198,0
131,0.128497,-0.131,-0.396,-2.959,-0.00335,-0.0028,-0.00183,0
132,0.129488,-0.149,-0.405,-2.967,-0.00345,-0.00285,-0.00181,0
133,0.130479,-0.166,-0.402,-3.012,-0.00352,-0.00293,-0.00175,0
134,0.131453,-0.152,-0.404,-2.994,-0.00349,-0.00293,-0.00189,0
135,0.132427,-0.151,-0.385,-2.976,-0.00352,-0.00299,-0.00203,0
136,0.133401,-0.151,-0.382,-2.961,-0.00342,-0.00282,-0.00182,0
137,0.134392,-0.151,-0.386,-2.972,-0.00341,-0.00287,-0.00166,0
138,0.135383,-0.131,-0.391,-3.023,-0.00333,-0.00285,-0.00216,0
139,0.136357,-0.144,-0.392,-2.985,-0.0035,-0.00289,-0.00155,0
140,0.137331,-0.141,-0.395,-2.993,-0.00347,-0.00277,-0.00166,0
141,0.138305,-0.153,-0.368,-2.992,-0.00343,-0.0029,-0.0015,0
142,0.139296,-0.144,-0.396,-3.021,-0.00331,-0.00286,-0.00132,0
143,0.140287,-0.109,-0.372,-3.019,-0.00337,-0.0028,-0.00127,0
144,0.141261,-0.133,-0.382,-3.01,-0.00333,-0.00287,-0.00092,0
145,0.142235,-0.148,-0.355,-2.989,-0.00341,-0.00299,-0.00124,0
146,0.143209,-0.156,-0.38,-3,-0.00347,-0.00294,-0.00107,0
147,0.1442,-0.165,-0.377,-3.025,-0.00332,-0.00293,-0.00119,0
148,0.145191,-0.165,-0.37,-2.971,-0.00337,-0.00286,-0.00145,0
149,0.146165,-0.167,-0.365,-2.989,-0.00326,-0.00304,-0.00102,0
150,0.147139,-0.145,-0.378,-2.992,-0.00319,-0.00297,-0.00122,0
151,0.148113,-0.145,-0.374,-3,-0.00333,-0.00284,-0.00131,0
152,0.149104,-0.154,-0.377,-2.978,-0.00319,-0.00302,-0.00111,0
153,0.150095,-0.139,-0.383,-2.962,-0.00332,-0.00284,-0.00053,0
154,0.151069,-0.153,-0.398,-2.962,-0.00324,-0.00287,-0.00033,0
155,0.152043,-0.133,-0.371,-2.979,-0.00326,-0.003,-0.00068,0
156,0.153017,-0.122,-0.382,-3.005,-0.00337,-0.00294,-0.00085,0
157,0.154008,-0.129,-0.392,-2.993,-0.00343,-0.00291,-0.00098,0
158,0.154999,-0.128,-0.381,-3.006,-0.00322,-0.00277,-0.00112,0
159,0.155973,-0.105,-0.371,-2.994,-0.00325,-0.00279,-0.00075,0
160,0.156947,-0.142,-0.39,-3.025,-0.0032,-0.00299,-0.00099,0
161,0.157921,-0.132,-0.363,-2.994,-0.00325,-0.003,-0.00089,0
162,0.158912,-0.121,-0.374,-2.97,-0.00326,-0.003,-0.00082,0
163,0.159903,-0.126,-0.389,-3,-0.00309,-0.00279,-0.00095,0
164,0.160896,-0.128,-0.373,-2.959,-0.00324,-0.00279,-0.00082,0
165,0.16187,-0.127,-0.357,-2.989,-0.0032,-0.00295,-0.00079,0
166,0.162844,-0.119,-0.368,-2.993,-0.00327,-0.00276,-0.00065,0
167,0.163835,-0.152,-0.378,-3.012,-0.00324,-0.00295,-0.00155,0
168,0.164826,-0.134,-0.382,-2.971,-0.00323,-0.00301,-0.00096,0
169,0.1658,-0.125,-0.385,-2.959,-0.00329,-0.00289,-0.0011,0
170,0.166774,-0.122,-0.364,-2.971,-0.00322,-0.00287,-0.00075,0
171,0.167748,-0.143,-0.369,-2.968,-0.00315,-0.00295,-0.00126,0
172,0.168739,-0.124,-0.381,-2.992,-0.00317,-0.00299,-0.00119,0
173,0.16973,-0.121,-0.37,-2.999,-0.00324,-0.00294,-0.00098,0
174,0.170704,-0.131,-0.374,-2.991,-0.00319,-0.00278,-0.00042,0
175,0.171678,-0.156,-0.391,-3.003,-0.00303,-0.00302,-0.00104,0
176,0.172652,-0.132,-0.362,-2.983,-0.0031,-0.00287,-0.00068,0
177,0.173643,-0.113,-0.372,-2.961,-0.00316,-0.00273,-0.00047,0
178,0.174634,-0.132,-0.388,-2.968,-0.00304,-0.00288,-0.00117,0
179,0.175608,-0.11,-0.4,-2.979,-0.00308,-0.00287,-0.0007,0
180,0.176582,-0.153,-0.372,-2.994,-0.00318,-0.00294,-0.00117,0
181,0.177556,-0.118,-0.368,-2.987,-0.00308,-0.00284,-0.0011,0
182,0.178547,-0.124,-0.364,-2.993,-0.00309,-0.00288,-0.00158,0
183,0.179538,-0.125,-0.349,-3,-0.00305,-0.003,-0.00161,0
184,0.180512,-0.128,-0.374,-2.959,-0.00303,-0.00276,-0.00125,0
185,0.181486,-0.133,-0.375,-2.985,-0.00299,-0.00294,-0.0014,0
186,0.18246,-0.113,-0.333,-2.99,-0.00315,-0.0028,-0.00117,0
187,0.183451,-0.121,-0.335,-2.985,-0.00322,-0.00271,-0.0015,0
188,0.184442,-0.128,-0.356,-2.994,-0.00309,-0.0028,-0.00118,0
189,0.185416,-0.128,-0.355,-3.004,-0.00307,-0.00275,-0.00142,0
190,0.18639,-0.119,-0.358,-2.974,-0.00309,-0.00271,-0.00128,0
191,0.187364,-0.131,-0.364,-2.996,-0.00298,-0.00278,-0.00111,0
192,0.188355,-0.141,-0.368,-2.982,-0.00306,-0.00278,-0.00111,0
193,0.189346,-0.125,-0.393,-2.992,-0.00305,-0.00267,-0.00073,0
194,0.19032,-0.158,-0.388,-3.02,-0.00312,-0.00265,-0.00105,0
195,0.191294,-0.135,-0.378,-2.98,-0.00302,-0.00267,-0.00062,0
196,0.192268,-0.125,-0.367,-2.987,-0.00291,-0.00274,-0.00095,0
197,0.193259,-0.122,-0.364,-3.001,-0.00307,-0.00273,-0.00066,0
198,0.19425,-0.11,-0.371,-3.002,-0.00301,-0.00276,-0.00082,0
199,0.195224,-0.137,-0.364,-3.025,-0.00307,-0.00293,-0.00057,0
200,0.196198,-0.131,-0.377,-3.001,-0.00307,-0.00281,-0.00108,0
201,0.197172,-0.132,-0.375,-3.001,-0.00308,-0.00276,-0.00111,0
202,0.198163,-0.123,-0.38,-3.015,-0.00325,-0.00283,-0.0012,0
203,0.199154,-0.126,-0.387,-3.023,-0.00309,-0.00276,-0.00137,0
204,0.200128,-0.146,-0.383,-3.03,-0.00309,-0.00274,-0.00137,0
205,0.201102,-0.121,-0.382,-3,-0.00313,-0.00279,-0.00074,0
206,0.202076,-0.127,-0.362,-3.027,-0.00308,-0.00283,-0.00081,0
207,0.203067,-0.121,-0.397,-3.032,-0.00314,-0.00269,-0.00087,0
208,0.204058,-0.127,-0.388,-3.05,-0.00333,-0.00299,-0.00061,0
209,0.205032,-0.127,-0.344,-2.978,-0.00315,-0.00282,-0.00079,0
210,0.206006,-0.134,-0.375,-2.993,-0.00304,-0.00272,-0.00095,0
211,0.20698,-0.123,-0.365,-3.006,-0.00318,-0.00286,-0.00062,0
212,0.207971,-0.122,-0.353,-3.002,-0.00319,-0.00283,-0.00131,0
213,0.208962,-0.129,-0.361,-3.004,-0.00317,-0.00304,-0.00102,0
214,0.209936,-0.144,-0.379,-2.976,-0.00313,-0.00293,-0.00061,0
215,0.21091,-0.102,-0.394,-2.992,-0.00305,-0.00289,-0.00071,0
216,0.211884,-0.107,-0.381,-2.985,-0.00322,-0.00285,-0.00075,0
217,0.212875,-0.122,-0.374,-3.014,-0.00323,-0.00279,-0.0006,0
218,0.213866,-0.131,-0.373,-2.98,-0.00312,-0.0027,-0.00068,0
219,0.21484,-0.132,-0.381,-2.964,-0.00317,-0.00276,-0.00094,0
220,0.215814,-0.144,-0.373,-3.008,-0.00311,-0.0029,-0.00032,0
221,0.216788,-0.112,-0.357,-2.964,-0.00314,-0.003,-0.00047,0
222,0.217779,-0.119,-0.381,-2.98,-0.00315,-0.00296,-0.00042,0
223,0.21877,-0.126,-0.363,-2.987,-0.00309,-0.00297,-0.0006,0
224,0.219744,-0.139,-0.355,-2.995,-0.00306,-0.00289,-0.00032,0
225,0.220718,-0.131,-0.365,-3.003,-0.00313,-0.00276,-0.001,0
226,0.221692,-0.141,-0.371,-2.972,-0.00302,-0.00278,-0.00032,0
227,0.222683,-0.141,-0.366,-2.993,-0.00299,-0.00282,-0.00121,0
228,0.223674,-0.134,-0.374,-2.995,-0.00298,-0.00298,-0.00113,0
229,0.224648,-0.113,-0.372,-2.997,-0.00288,-0.00283,-0.00088,0
230,0.225622,-0.111,-0.375,-2.991,-0.00287,-0.00284,-0.00129,0
231,0.226596,-0.095,-0.367,-2.986,-0.00302,-0.00275,-0.00093,0
232,0.227587,-0.108,-0.368,-2.992,-0.003,-0.00269,-0.00083,0
233,0.228578,-0.107,-0.37,-2.961,-0.00311,-0.00263,-0.00088,0
234,0.229552,-0.116,-0.38,-2.952,-0.00297,-0.00283,-0.00087,0
235,0.230526,-0.123,-0.383,-3.007,-0.003,-0.00275,-0.00118,0
236,0.2315,-0.127,-0.366,-2.948,-0.00322,-0.00279,-0.00071,0
237,0.232491,-0.122,-0.346,-2.981,-0.00306,-0.00281,-0.00068,0
238,0.233482,-0.116,-0.359,-2.967,-0.00301,-0.00266,-0.00161,0
239,0.234456,-0.11,-0.348,-2.963,-0.00311,-0.00262,-0.00118,0
240,0.23543,-0.117,-0.347,-3.001,-0.00305,-0.00287,-0.00094,0
241,0.236404,-0.11,-0.37,-2.993,-0.00306,-0.00273,-0.00051,0
242,0.237395,-0.095,-0.374,-2.995,-0.00293,-0.00266,-0.00116,0
243,0.238386,-0.121,-0.355,-2.988,-0.00299,-0.00274,-0.00114,0
244,0.23936,-0.116,-0.349,-3,-0.00301,-0.00259,-0.00113,0
245,0.240334,-0.137,-0.389,-2.994,-0.00299,-0.00262,-0.00085,0
246,0.241308,-0.14,-0.373,-2.998,-0.0031,-0.00267,-0.00095,0
247,0.242299,-0.114,-0.368,-2.963,-0.00307,-0.00267,-0.00094,0
248,0.24329,-0.116,-0.367,-2.963,-0.00291,-0.0026,-0.00109,0
249,0.244264,-0.116,-0.392,-3.017,-0.00306,-0.00256,-0.00097,0
250,0.245238,-0.116,-0.399,-3.01,-0.00292,-0.00261,-0.00087,0
251,0.246212,-0.116,-0.37,-2.976,-0.00296,-0.00242,-0.00127,0
252,0.247203,-0.108,-0.359,-3.028,-0.00307,-0.0024,-0.00119,0
253,0.248194,-0.132,-0.363,-3.005,-0.00293,-0.00255,-0.00155,0
254,0.249168,-0.124,-0.382,-2.999,-0.00278,-0.00264,-0.00107,0
255,0.250142,-0.14,-0.371,-2.984,-0.0029,-0.00255,-0.00116,0
256,0.251116,-0.14,-0.349,-2.981,-0.00289,-0.00254,-0.00168,0
257,0.252107,-0.123,-0.352,-2.982,-0.00281,-0.00245,-0.00103,0
258,0.253098,-0.125,-0.351,-2.998,-0.00293,-0.00255,-0.00139,0
259,0.254072,-0.141,-0.333,-3.017,-0.00296,-0.00263,-0.00125,0
260,0.255046,-0.127,-0.364,-3.024,-0.00296,-0.00259,-0.00091,0
261,0.25602,-0.121,-0.373,-2.99,-0.00295,-0.0024,-0.00157,0
262,0.257011,-0.135,-0.37,-2.992,-0.00285,-0.0025,-0.00137,0
263,0.258002,-0.125,-0.367,-2.98,-0.00283,-0.00264,-0.0011,0
264,0.258976,-0.137,-0.374,-2.972,-0.00294,-0.00277,-0.00122,0
265,0.25995,-0.151,-0.361,-2.993,-0.00302,-0.00276,-0.00108,0
266,0.260924,-0.149,-0.378,-2.988,-0.00294,-0.0028,-0.00127,0
267,0.261915,-0.13,-0.377,-2.974,-0.00287,-0.00259,-0.00122,0
268,0.262906,-0.13,-0.365,-2.985,-0.00292,-0.00258,-0.00164,0
269,0.26388,-0.142,-0.358,-2.997,-0.00295,-0.00268,-0.00115,0
270,0.264854,-0.13,-0.354,-2.996,-0.0029,-0.00269,-0.00168,0
271,0.265828,-0.136,-0.375,-3,-0.00294,-0.00274,-0.00147,0
272,0.266819,-0.143,-0.366,-2.996,-0.00305,-0.00283,-0.00112,0
273,0.26781,-0.115,-0.359,-3.024,-0.00305,-0.00286,-0.0009,0
274,0.268784,-0.112,-0.374,-3.024,-0.00292,-0.00278,-0.00133,0
275,0.269758,-0.117,-0.361,-3.04,-0.00302,-0.00272,-0.00102,0
276,0.270732,-0.116,-0.374,-3.026,-0.003,-0.00283,-0.00109,0
277,0.271723,-0.132,-0.364,-3.025,-0.00297,-0.00303,-0.00094,0
278,0.272714,-0.125,-0.371,-2.995,-0.00309,-0.00304,-0.00066,0
279,0.273688,-0.127,-0.383,-3.02,-0.00308,-0.00289,-0.00104,0
280,0.274662,-0.128,-0.373,-2.999,-0.00317,-0.003,-0.00049,0
281,0.275636,-0.15,-0.365,-2.986,-0.003,-0.00304,-0.00062,0
282,0.276627,-0.152,-0.391,-3.003,-0.00305,-0.0031,-0.00027,0
283,0.277618,-0.137,-0.345,-3.012,-0.00323,-0.00312,-0.00028,0
284,0.278592,-0.113,-0.365,-2.999,-0.00301,-0.00305,-0.00092,0
285,0.279566,-0.134,-0.363,-2.98,-0.00299,-0.00306,-0.00092,0
286,0.28054,-0.132,-0.365,-2.988,-0.00312,-0.00305,-0.00064,0
287,0.281531,-0.126,-0.37,-2.975,-0.00309,-0.00308,-0.00071,0
288,0.282522,-0.131,-0.375,-2.996,-0.00285,-0.00303,-0.00069,0
289,0.283496,-0.136,-0.367,-2.998,-0.003,-0.00294,-0.00024,0
290,0.28447,-0.132,-0.373,-2.986,-0.00306,-0.003,-0.00056,0
291,0.285444,-0.142,-0.372,-2.984,-0.00311,-0.00297,-0.00097,0
292,0.286435,-0.129,-0.339,-2.963,-0.00334,-0.00293,-0.00034,0
293,0.287426,-0.14,-0.358,-2.963,-0.00316,-0.00295,-0.00034,0
294,0.2884,-0.149,-0.366,-2.968,-0.0033,-0.00294,-0.00056,0
295,0.289374,-0.138,-0.348,-2.964,-0.00322,-0.00308,-0.00019,0
296,0.290348,-0.134,-0.373,-2.99,-0.00325,-0.00305,-0.00021,0
297,0.291339,-0.134,-0.352,-3.009,-0.00342,-0.00302,-0.0002,0
298,0.29233,-0.121,-0.403,-3.004,-0.00318,-0.00276,-0.0004,0
299,0.293304,-0.134,-0.375,-2.977,-0.00334,-0.00298,0.00015,0
300,0.294278,-0.13,-0.39,-2.997,-0.00334,-0.00294,-0.00055,0
301,0.295252,-0.123,-0.394,-2.991,-0.00332,-0.00299,-1E-05,0
302,0.296243,-0.109,-0.376,-2.972,-0.00331,-0.00281,-0.00027,0
303,0.297234,-0.118,-0.367,-3.014,-0.00339,-0.00289,0.0006,0
304,0.298208,-0.131,-0.351,-2.987,-0.00339,-0.00291,-0.0006,0
305,0.299182,-0.124,-0.367,-2.97,-0.00353,-0.00297,0.00017,0
306,0.300156,-0.127,-0.368,-2.992,-0.00354,-0.00284,-0.00015,0
307,0.301147,-0.136,-0.373,-2.949,-0.00345,-0.00302,8E-05,0
308,0.302138,-0.147,-0.372,-2.961,-0.00342,-0.00292,0.00032,0
309,0.303131,-0.135,-0.378,-2.982,-0.00354,-0.003,0.00016,0
310,0.304105,-0.126,-0.377,-2.986,-0.00354,-0.00302,0.00012,0
311,0.305097,-0.142,-0.386,-2.976,-0.00335,-0.00293,-5E-05,0
312,0.306088,-0.146,-0.378,-2.993,-0.00347,-0.00294,0,0
313,0.307079,-0.143,-0.37,-2.997,-0.00361,-0.00301,0.00039,0
314,0.308055,-0.145,-0.37,-2.97,-0.00357,-0.00305,0.00034,0
315,0.309029,-0.142,-0.392,-3.009,-0.00354,-0.00296,0.00023,0
316,0.310021,-0.159,-0.383,-2.986,-0.00352,-0.00314,0.00027,0
317,0.311012,-0.145,-0.349,-3.001,-0.00354,-0.00303,-0.00014,0
318,0.312003,-0.128,-0.358,-2.983,-0.00336,-0.00311,0.00012,0
319,0.31298,-0.133,-0.358,-2.978,-0.00348,-0.00311,0.0002,0
320,0.313954,-0.156,-0.365,-2.956,-0.00337,-0.00322,9E-05,0
321,0.314928,-0.136,-0.373,-2.96,-0.00339,-0.00316,-0.00012,0
322,0.315919,-0.128,-0.369,-2.988,-0.00346,-0.00318,7E-05,0
323,0.31691,-0.143,-0.359,-2.987,-0.00326,-0.00321,-0.00015,0
324,0.317887,-0.136,-0.369,-2.949,-0.00341,-0.00301,-0.00054,0
325,0.318861,-0.142,-0.357,-2.977,-0.0035,-0.00305,0.0003,0
326,0.319835,-0.13,-0.382,-2.981,-0.00323,-0.00305,-8E-05,0
327,0.320826,-0.125,-0.36,-2.987,-0.00346,-0.00301,-0.0004,0
328,0.321817,-0.125,-0.346,-2.981,-0.0033,-0.00297,-0.00045,0
329,0.322794,-0.126,-0.366,-2.983,-0.00313,-0.00283,-0.00053,0
330,0.323768,-0.126,-0.363,-2.953,-0.00324,-0.00292,-0.00061,0
331,0.324742,-0.134,-0.347,-2.964,-0.0032,-0.00289,-0.00019,0
